stage_index,stage_name,goal_x,goal_y,goal_yaw,start_episode,end_episode,episodes,successes,collisions,timeouts,success_rate,collision_rate,avg_reward,avg_steps,avg_final_DG,avg_min_obstacle_distance,min_obstacle_distance,avg_close_obstacle_steps,avg_narrow_gap_steps,avg_waypoints_reached,exposure_rate,eval_success_rate,eval_collision_rate,goal_mode,status
7,hard_winding_sequences,-1.6796458957426503,-0.5031418475843988,2.254514912509095e-06,0,139,140,140,0,0,1.0,0.0,1109.0115358407973,200.74285714285713,0.11476662500239071,0.260501322097012,0.12101040780544281,173.5142857142857,65.99285714285715,4.0,1.0,0.007142857142857143,0.0,local_goal_sequence,completed
