episode,stage_index,stage_name,goal_x,goal_y,goal_yaw,goal_mode,local_goal_dx,local_goal_dy,local_goal_dyaw,start_x,start_y,start_yaw,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,close_obstacle_steps,narrow_gap_steps,waypoints_reached,waypoint_count,left_min_obstacle_distance,right_min_obstacle_distance,obstacle_exposure_met,rolling_obstacle_exposure_rate,eval_success_rate,eval_collision_rate,steps,rolling_success_rate,rolling_collision_rate,rolling_avg_steps,rolling_avg_reward,stage_status,actor_loss,critic_loss,alpha
25,7,hard_winding_sequences,-1.699932868667006,-0.6999990880704995,2.370595974406023e-06,local_goal_sequence,0.3,-0.2,0.0,1.05,1.25,-1.57,1096.1687851598335,True,False,False,1.4975982940647388,0.21303728222846985,0.360555127546399,0.11727041621705629,0.11727041621705629,0.2432847113293427,151,75,4,5,0.24065843224525452,0.4338422417640686,True,1.0,,,192,1.0,0.0,219.8,1021.6826657439626,running,-136.15858459472656,184.29637145996094,0.09530820697546005
26,7,hard_winding_sequences,-1.6599306593766556,-0.7399988906258819,2.278250013215954e-06,local_goal_sequence,0.34,-0.24,0.0,0.55,-1.75,1.57,1106.4470132999347,True,False,False,1.9311465359898659,0.20518594980239868,0.41617304093369634,0.11109291319645852,0.11109291319645852,0.3050801277372378,196,98,4,5,0.22362954914569855,0.3898470997810364,True,1.0,,,253,1.0,0.0,223.36,1022.8181593586772,running,0.0,180.70115661621094,0.09574732184410095
27,7,hard_winding_sequences,-1.6599338955225582,-0.2599989962922221,2.371303506110475e-06,local_goal_sequence,0.34,0.24,0.0,0.55,1.75,-1.57,1137.2463954974373,True,False,False,1.566799901692105,0.29909971356391907,0.4161730409336963,0.11895866022205266,0.11895866022205266,0.29721438071164363,153,54,4,5,0.3044944107532501,0.3152190148830414,True,1.0,,,196,1.0,0.0,224.48,1026.2989639722355,running,0.0,211.6505889892578,0.09526216238737106
28,7,hard_winding_sequences,-1.6599306539977718,-0.7399988897835573,2.2866844672096167e-06,local_goal_sequence,0.34,-0.24,0.0,-0.15,-1.25,1.57,1137.5749704925468,True,False,False,1.6514641152201246,0.24598947167396545,0.41617304093369606,0.11151598795089858,0.11151598795089858,0.3046570529827975,173,77,4,5,0.25223156809806824,0.35172656178474426,True,1.0,,,206,1.0,0.0,224.64,1026.4302585608261,running,0.0,237.73440551757812,0.0914941281080246
29,7,hard_winding_sequences,-1.6999302142825012,-0.2999991350923088,2.3221961951015214e-06,local_goal_sequence,0.3,0.2,0.0,-0.15,-1.25,1.57,1129.316651928807,True,False,False,1.5016203752732293,0.2638324797153473,0.36055512754639896,0.11096637970414715,0.11096637970414715,0.24958874784225182,130,71,4,5,0.4573235511779785,0.2638324797153473,True,1.0,,,172,1.0,0.0,223.92,1027.139105517209,running,0.0,193.0487060546875,0.08798514306545258
30,7,hard_winding_sequences,-1.6599317402167733,-0.2599989376782218,2.159126269829491e-06,local_goal_sequence,0.34,0.24,0.0,1.05,-1.25,1.57,1158.4492333906796,True,False,False,1.886516658486317,0.2516442835330963,0.4161730409336964,0.1195455196827768,0.1195455196827768,0.2966275212509196,217,94,4,5,0.4164811074733734,0.293131947517395,True,1.0,,,246,1.0,0.0,225.88,1029.167710190211,running,0.0,182.553466796875,0.08475521206855774
31,7,hard_winding_sequences,-1.6599317480166882,-0.25999890581372054,2.2453328551634043e-06,local_goal_sequence,0.34,0.24,0.0,0.55,1.75,-1.57,1148.6761783754632,True,False,False,1.5915469805705877,0.2913135886192322,0.41617304093369634,0.11044811194976112,0.11044811194976112,0.3057249289839352,161,64,4,5,0.37038737535476685,0.3330475091934204,True,1.0,,,193,1.0,0.0,224.08,1028.8900316231066,running,-168.67164611816406,395.1416015625,0.08524037897586823
32,7,hard_winding_sequences,-1.6999316574434773,-0.29999899088929793,2.2382232001994825e-06,local_goal_sequence,0.3,0.2,0.0,0.55,1.75,-1.57,1126.664334346481,True,False,False,1.544503375668585,0.2966500222682953,0.36055512754639885,0.11736874919098247,0.11736874919098247,0.24318637835541637,133,74,4,5,0.45026010274887085,0.30134961009025574,True,1.0,,,176,1.0,0.0,215.08,1059.1046761610037,running,-173.87783813476562,200.9987030029297,0.08871730417013168
33,7,hard_winding_sequences,-1.6999328776593365,-0.6999990859897198,2.3618566303639622e-06,local_goal_sequence,0.3,-0.2,0.0,-0.15,-1.25,1.57,1095.773334524459,True,False,False,1.4887661042215377,0.22648438811302185,0.36055512754639885,0.11895133586096769,0.11895133586096769,0.24160379168543117,151,74,4,5,0.2401595413684845,0.44596046209335327,True,1.0,,,189,1.0,0.0,206.44,1095.5831371890367,running,0.0,102.72056579589844,0.09042325615882874
34,7,hard_winding_sequences,-1.699933802626897,-0.29999911310114996,2.2677181292342964e-06,local_goal_sequence,0.3,0.2,0.0,-0.15,-1.25,1.57,1151.0687512712902,True,False,False,2.067790179514182,0.2851695120334625,0.360555127546399,0.11469845424873899,0.11469845424873899,0.24585667329766003,238,87,4,5,0.4528684616088867,0.28905266523361206,True,1.0,,,260,1.0,0.0,209.92,1097.7691276759012,running,0.0,122.72704315185547,0.08751127123832703
35,7,hard_winding_sequences,-1.6599317324215501,-0.25999894422103387,2.1410809194956414e-06,local_goal_sequence,0.34,0.24,0.0,-0.15,-1.25,1.57,1141.017764544269,True,False,False,1.5098099397255025,0.30084630846977234,0.41617304093369634,0.11421780213952121,0.11421780213952121,0.30195523879417513,162,74,4,5,0.3593536913394928,0.31816455721855164,True,1.0,,,188,1.0,0.0,206.36,1097.4178431264195,running,0.0,193.6339111328125,0.08756069093942642
36,7,hard_winding_sequences,-1.6599307976440163,-0.7399989003487393,2.1289243014904473e-06,local_goal_sequence,0.34,-0.24,0.0,1.05,-1.25,1.57,1003.8277499422805,True,False,False,1.6328744519387204,0.1656179428100586,0.41617304093369634,0.11350104465942934,0.11350104465942934,0.302671996274267,160,73,4,5,0.17326505482196808,0.4005788564682007,True,1.0,,,186,1.0,0.0,206.6,1093.2967249314738,running,0.0,231.27288818359375,0.08773116022348404
37,7,hard_winding_sequences,-1.6599306580328927,-0.7399988920264415,2.2698644552384207e-06,local_goal_sequence,0.34,-0.24,0.0,-1.05,-1.25,1.57,791.9703514234757,True,False,False,2.0419271004587785,0.12190186232328415,0.4161730409336963,0.11077191268394794,0.11077191268394794,0.30540112824974835,224,77,4,5,0.13039401173591614,0.1229514479637146,True,1.0,,,262,1.0,0.0,209.6,1079.155910063975,running,0.0,283.7696228027344,0.08826252073049545
38,7,hard_winding_sequences,-1.699930792948681,-0.6999990174872587,2.133491455485235e-06,local_goal_sequence,0.3,-0.2,0.0,-1.05,-1.25,1.57,1108.8473071975413,True,False,False,1.4616517015512913,0.22982829809188843,0.360555127546399,0.11197221337261606,0.11197221337261606,0.24858291417378295,162,80,4,5,0.2489876002073288,0.4378068149089813,True,1.0,,,193,1.0,0.0,209.76,1078.0488590116986,running,-156.36663818359375,270.4089050292969,0.08787263184785843
39,7,hard_winding_sequences,-1.6599306817629484,-0.7399988976831052,2.2438632676075027e-06,local_goal_sequence,0.34,-0.24,0.0,1.05,-1.25,1.57,1151.4471757376523,True,False,False,2.0900053412585446,0.23373809456825256,0.4161730409336962,0.11858752894370914,0.11858752894370914,0.29758551198998706,278,78,4,5,0.25383052229881287,0.3681681752204895,True,1.0,,,302,1.0,0.0,214.72,1079.0633877592006,running,-99.17472839355469,178.439208984375,0.08558548986911774
40,7,hard_winding_sequences,-1.6999307423770826,-0.6999989834928043,2.2894811605489194e-06,local_goal_sequence,0.3,-0.2,0.0,-1.05,-1.25,1.57,1126.8255175115573,True,False,False,1.5929046647317195,0.23976488411426544,0.3605551275463989,0.11554393379981691,0.11554393379981691,0.24501119374658198,185,73,4,5,0.2580956220626831,0.3780275583267212,True,1.0,,,214,1.0,0.0,215.96,1079.5635711007967,running,-124.92256927490234,242.9975128173828,0.08405348658561707
41,7,hard_winding_sequences,-1.6599328156262076,-0.7399990324641053,2.258764462654534e-06,local_goal_sequence,0.34,-0.24,0.0,-1.05,-1.25,1.57,1156.5288986524172,True,False,False,1.5978094186996648,0.25036564469337463,0.41617304093369634,0.11844287772258928,0.11844287772258928,0.29773016321110707,176,76,4,5,0.27421441674232483,0.37012073397636414,True,1.0,,,206,1.0,0.0,211.76,1103.3602269506016,running,-130.2333526611328,216.13995361328125,0.08295392245054245
42,7,hard_winding_sequences,-1.659930696016431,-0.7399989317463807,2.160059088166651e-06,local_goal_sequence,0.34,-0.24,0.0,-0.15,1.25,-1.57,1125.4969826994597,True,False,False,1.6413799010895052,0.2446334958076477,0.4161730409336961,0.11473909954799154,0.11473909954799154,0.30143394138570456,173,74,4,5,0.2623699903488159,0.297176331281662,True,1.0,,,203,1.0,0.0,211.32,1102.7885596627875,running,0.0,227.5567626953125,0.08313298225402832
43,7,hard_winding_sequences,-1.699930794028957,-0.6999990152468262,2.148609498761888e-06,local_goal_sequence,0.3,-0.2,0.0,1.05,-1.25,1.57,1143.6938708882967,True,False,False,1.4599583462421906,0.2599107623100281,0.36055512754639896,0.11962998417753952,0.11962998417753952,0.24092514336885945,166,105,4,5,0.2630968987941742,0.4214746356010437,True,1.0,,,221,1.0,0.0,212.24,1102.946206803906,running,-153.61167907714844,118.81161499023438,0.0813564658164978
44,7,hard_winding_sequences,-1.6999316645163673,-0.29999898973013317,2.2534230962407444e-06,local_goal_sequence,0.3,0.2,0.0,0.55,-1.75,1.57,1140.393335361388,True,False,False,1.5219421501915522,0.2622497081756592,0.36055512754639907,0.11638685313343722,0.11638685313343722,0.24416827441296185,139,76,4,5,0.4279196262359619,0.26710712909698486,True,1.0,,,191,1.0,0.0,212.04,1104.1625587171106,running,0.0,147.42515563964844,0.07901676744222641
45,7,hard_winding_sequences,-1.6999307967455133,-0.6999990163612618,2.153480164805008e-06,local_goal_sequence,0.3,-0.2,0.0,-0.15,1.25,-1.57,1128.2968398306812,True,False,False,1.4709378990494677,0.25458064675331116,0.360555127546399,0.11094791095344513,0.11094791095344513,0.24960721659295387,154,78,4,5,0.25458064675331116,0.45715540647506714,True,1.0,,,180,1.0,0.0,208.68,1104.1508120785152,running,0.0,106.46406555175781,0.07979177683591843
46,7,hard_winding_sequences,-1.6599306472288153,-0.7399988974999617,2.249884010760403e-06,local_goal_sequence,0.34,-0.24,0.0,1.05,-1.25,1.57,1138.8399461845552,True,False,False,1.6334798876111245,0.2748577296733856,0.41617304093369617,0.11735503681910002,0.11735503681910002,0.29881800411459614,177,63,4,5,0.3084052801132202,0.2860220968723297,True,1.0,,,196,1.0,0.0,208.8,1105.9175431654005,running,0.0,124.3242416381836,0.08097277581691742
47,7,hard_winding_sequences,-1.6999316601321133,-0.2999989846059188,2.2815901787398355e-06,local_goal_sequence,0.3,0.2,0.0,-1.05,-1.25,1.57,1145.6917506715336,True,False,False,1.5698456563438166,0.26829826831817627,0.3605551275463989,0.11542824532011285,0.11542824532011285,0.24512688222628604,142,62,4,5,0.3722226321697235,0.26829826831817627,True,1.0,,,197,1.0,0.0,208.28,1107.4715975013112,running,-158.46475219726562,393.72576904296875,0.08412636816501617
48,7,hard_winding_sequences,-1.699930736880713,-0.6999989889674831,2.2444970415398616e-06,local_goal_sequence,0.3,-0.2,0.0,-0.15,1.25,-1.57,1110.327646323723,True,False,False,1.4526226758731453,0.23996242880821228,0.3605551275463988,0.1158010110267716,0.1158010110267716,0.2447541165196272,148,81,4,5,0.25382667779922485,0.47276851534843445,True,1.0,,,174,1.0,0.0,207.44,1109.9094406900517,running,-174.88819885253906,203.7733917236328,0.0862613096833229
49,7,hard_winding_sequences,-1.6999316397517683,-0.2999990123949518,2.1617763879827808e-06,local_goal_sequence,0.3,0.2,0.0,-0.15,-1.25,1.57,1140.7426302405179,True,False,False,1.5253420776762066,0.2871643006801605,0.36055512754639896,0.11343996883152745,0.11343996883152745,0.2471151587148715,149,58,4,5,0.39190199971199036,0.3057938814163208,True,1.0,,,187,1.0,0.0,207.32,1113.653336619851,running,0.0,195.32803344726562,0.08528868108987808
50,7,hard_winding_sequences,-1.6999307488302395,-0.6999989818802237,2.2548458618996335e-06,local_goal_sequence,0.3,-0.2,0.0,-0.15,-1.25,1.57,1110.3599235786162,True,False,False,1.4712835468407428,0.22573736310005188,0.36055512754639896,0.11439932567688704,0.11439932567688704,0.24615580186951191,153,87,4,5,0.2398507297039032,0.4387526512145996,True,1.0,,,186,1.0,0.0,207.08,1114.2209821566023,running,0.0,160.85494995117188,0.08831620216369629
51,7,hard_winding_sequences,-1.6999316588985482,-0.29999898842654193,2.2571163961625348e-06,local_goal_sequence,0.3,0.2,0.0,-0.15,-1.25,1.57,1136.4803769363994,True,False,False,1.5509381956733834,0.2612245976924896,0.3605551275463989,0.1158046596811469,0.1158046596811469,0.244750467865252,134,66,4,5,0.4173666834831238,0.26859620213508606,True,1.0,,,187,1.0,0.0,204.44,1115.422316702061,running,-185.93496704101562,116.58250427246094,0.09047386795282364
52,7,hard_winding_sequences,-1.6599306801600933,-0.739998906675431,2.234152435487183e-06,local_goal_sequence,0.34,-0.24,0.0,-0.15,1.25,-1.57,1146.960930413984,True,False,False,1.711120211869488,0.27764055132865906,0.41617304093369617,0.1169950775036708,0.1169950775036708,0.29917796343002534,220,51,4,5,0.3088417649269104,0.28985360264778137,True,1.0,,,220,1.0,0.0,205.4,1115.8108980987229,running,-187.07887268066406,176.38436889648438,0.09152422100305557
53,7,hard_winding_sequences,-1.6599307899329023,-0.7399988681512013,2.1848073532030835e-06,local_goal_sequence,0.34,-0.24,0.0,1.05,-1.25,1.57,1143.627365802502,True,False,False,1.6008629309548228,0.28800317645072937,0.4161730409336963,0.11229588795405038,0.11229588795405038,0.3038771529796459,166,88,4,5,0.3111545145511627,0.31722965836524963,True,1.0,,,192,1.0,0.0,204.84,1116.0529939111213,running,-111.7787094116211,139.7451629638672,0.09177097678184509
54,7,hard_winding_sequences,-1.6999316516468295,-0.2999990159336277,2.1911468112528234e-06,local_goal_sequence,0.3,0.2,0.0,-0.15,1.25,-1.57,1139.2023756859257,True,False,False,1.5201344243510586,0.2903604209423065,0.36055512754639873,0.10866966329947608,0.10866966329947608,0.25188546424692265,156,55,4,5,0.3841431140899658,0.3049149215221405,True,1.0,,,177,1.0,0.0,205.04,1116.448422861406,running,0.0,64.72489929199219,0.09272453933954239
55,7,hard_winding_sequences,-1.699931644111367,-0.299999005382161,2.1950646803755686e-06,local_goal_sequence,0.3,0.2,0.0,-1.05,1.25,-1.57,1133.480052338027,True,False,False,1.5210910955576995,0.26363927125930786,0.360555127546399,0.11146904039014037,0.11146904039014037,0.24908608715625863,150,54,4,5,0.438213586807251,0.2711683213710785,True,1.0,,,179,1.0,0.0,202.36,1115.4496556193,running,-164.0174560546875,162.15518188476562,0.093080535531044
56,7,hard_winding_sequences,-1.699930738392345,-0.6999989823325776,2.25835757950159e-06,local_goal_sequence,0.3,-0.2,0.0,0.55,-1.75,1.57,1095.0536192220557,True,False,False,1.5105196557234208,0.22911383211612701,0.36055512754639907,0.11835943973177242,0.11835943973177242,0.24219568781462664,154,70,4,5,0.2415318787097931,0.43376511335372925,True,1.0,,,181,1.0,0.0,201.88,1113.3047532531639,running,0.0,105.08035278320312,0.09375844895839691
