stage_index,stage_name,goal_x,goal_y,goal_yaw,start_episode,end_episode,episodes,successes,collisions,timeouts,success_rate,collision_rate,avg_reward,avg_steps,avg_final_DG,avg_min_obstacle_distance,min_obstacle_distance,avg_close_obstacle_steps,avg_narrow_gap_steps,avg_waypoints_reached,exposure_rate,eval_success_rate,eval_collision_rate,goal_mode,status
7,hard_winding_sequences,-1.6807888255288328,-0.48085612647906106,2.247713357326896e-06,0,139,140,138,0,2,0.9857142857142858,0.0,1045.5641125539182,157.25714285714287,0.2986213428852616,0.3017673122031348,0.12101730704307556,127.83571428571429,72.67857142857143,3.9785714285714286,0.9857142857142858,0.007142857142857143,0.0,local_goal_sequence,completed
