episode,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,steps,actor_loss,critic_loss,alpha
0,-242.99964431782303,False,False,True,1.2396313589868495,0.19496235251426697,4.123038823542516,4.105499342314782,3.729563532963975,0.0175394812277343,250,-5.654216766357422,5.676248550415039,0.9410001039505005
1,-62.388880077255635,False,False,True,1.357871020689957,0.21041648089885712,4.123043809926785,4.389332437754302,3.803345936895976,-0.2662886278275165,250,-5.088854789733887,19.86341094970703,0.8519007563591003
2,-338.4195292387325,False,False,True,1.235886374142176,0.12134203314781189,4.123038796579325,4.387479203131554,3.98047715251921,-0.2644404065522288,250,-1.5344303846359253,15.508280754089355,0.7710585594177246
3,3.0184899094753006,False,False,True,1.2735285040271147,0.306753545999527,4.123038917122246,4.060168299035094,3.602979831126874,0.06287061808715233,250,9.562491416931152,27.918621063232422,0.6981515288352966
4,2.0259119853266956,False,False,True,1.2739328332904984,0.4850854277610779,4.123038821833538,4.18524173250236,3.797355960782159,-0.06220291066882133,250,21.913623809814453,15.772627830505371,0.6323432326316833
5,-218.9280730701952,False,False,True,1.427706291932831,0.1707247793674469,4.123038164540406,3.5401032467765092,3.454880806029465,0.5829349177638972,250,19.266483306884766,11.215757369995117,0.5729678869247437
6,1.7789851523654792,False,False,True,1.4081301751728275,0.4016211926937103,4.123038846817731,3.988999897274729,3.70825651055747,0.13403894954300188,250,23.975046157836914,7.7285027503967285,0.5194247364997864
7,-573.2371099361505,False,False,True,1.2653321297650755,0.12113327533006668,4.123038022064447,3.4857384588810185,3.379795104172555,0.6372995631834288,250,41.86207962036133,52.958274841308594,0.4711782932281494
8,-468.08416156324176,False,False,True,1.4431206826123388,0.121767558157444,4.123040579539444,3.1633844362810253,3.1621175656540332,0.9596561432584183,250,55.49806594848633,48.31251525878906,0.4277789294719696
9,-458.84028312390416,False,False,True,1.4692633041774839,0.12105677276849747,4.123038403812372,3.7970714118227056,3.592774050817838,0.3259669919896666,250,81.33769226074219,149.01844787597656,0.3876616060733795
10,-259.1630938497811,False,False,True,1.3154940609820525,0.16524741053581238,4.123038925250802,4.206203551741995,4.026122900048611,-0.08316462649119227,250,90.02731323242188,35.0758056640625,0.3514787554740906
11,2.3828914719286893,False,False,True,1.118184025007909,0.4095284342765808,4.123038847301407,4.444616514799265,3.928086897896528,-0.3215776674978583,250,95.98712158203125,20.41058349609375,0.31888052821159363
12,2.3789795244464425,False,False,True,1.3277693918145046,0.38932090997695923,4.123038823948901,3.83866446929916,3.7072807694714895,0.28437435464974126,250,90.83202362060547,29.99163246154785,0.29006871581077576
13,2.3456595309244714,False,False,True,1.2271127645560391,0.4850427210330963,4.123038905672948,3.8287210527387634,3.7879403332532755,0.294317852934185,250,93.29629516601562,22.56018829345703,0.2648090124130249
14,1.6469278706095432,False,False,True,1.285917419177289,0.48891597986221313,4.123038804997888,3.956559845887569,3.8050218488497882,0.1664789591103193,250,92.64170837402344,30.553586959838867,0.24228234589099884
15,1.6415624196774394,False,False,True,1.266046827907602,0.4547094702720642,4.123038807095734,4.089531601031572,3.778638983662907,0.033507206064161466,250,87.3496322631836,24.206401824951172,0.22143307328224182
16,2.0465402856064343,False,False,True,1.2953528880384175,0.47894778847694397,4.1230388371373,4.005073679323789,3.7896048974030956,0.11796515781351147,250,79.02032470703125,22.322120666503906,0.20251934230327606
17,2.196790911160162,False,False,True,1.3866554953998909,0.43471989035606384,4.123044873114075,4.135462675350068,3.7631681517560853,-0.012417802235992426,250,81.11161804199219,23.843557357788086,0.18546180427074432
18,3.0008805452774454,False,False,True,1.2901796212005212,0.4605861306190491,4.123040951597817,4.299964375842635,3.771271507215128,-0.17692342424481833,250,72.8510971069336,24.03936195373535,0.1698591411113739
19,2.9702371205171323,False,False,True,1.2013747170821345,0.43616122007369995,4.12303880134502,4.093404580037737,3.658395502007734,0.029634221307282438,250,71.04902648925781,17.369510650634766,0.15578444302082062
