episode,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,steps,actor_loss,critic_loss,alpha
0,1016.9344417756632,True,False,False,0.7375641683631577,0.2276235669851303,1.0439668365129504,0.3479063877566039,0.3479063877566039,0.6960604487563465,159,0.0,15631.1845703125,0.976260244846344
1,-29.975029105676256,False,False,True,1.3399628360920817,0.434175580739975,1.043964672328794,0.8225708198739714,0.7425932104642945,0.22139385245482268,250,0.0,821.3135375976562,0.8852992653846741
2,-29.43772554952981,False,False,True,1.4012045970118079,0.34439635276794434,1.0439668140243894,0.732084194981301,0.732084194981301,0.31188261904308845,250,0.0,234.73960876464844,0.7997456789016724
3,-30.832386224296712,False,False,True,1.3666578170991353,0.39040836691856384,1.0439646940939962,0.7064664006099789,0.7064664006099789,0.3374982934840173,250,0.0,172.09500122070312,0.7256113886833191
4,1023.3805578864035,True,False,False,0.714001327134676,0.2788845896720886,1.0439646910407043,0.34879815573994827,0.34879815573994827,0.6951665353007561,115,-197.8837127685547,1305.050537109375,0.6942023634910583
5,-36.003248072783975,False,False,True,1.4307624523931204,0.4517328143119812,1.0439667409753537,1.051996112528039,0.9644194135540957,-0.00802937155268535,250,-139.55238342285156,208.62315368652344,0.6379376649856567
6,-136.11889871100453,False,False,True,1.395614829677316,0.12109498679637909,1.0439667478526433,0.4473473030331102,0.4444483053651613,0.5966194448195331,250,-184.2328643798828,2681.2021484375,0.5848422050476074
7,1016.6033112822702,True,False,False,0.7673824576138136,0.2228051871061325,1.043965079488119,0.34897670690138516,0.34897670690138516,0.6949883725867338,128,-215.81948852539062,1238.9739990234375,0.5602717995643616
8,1001.8644083182875,True,False,False,0.7729101028201375,0.21815107762813568,1.0439647632607933,0.3454197011465478,0.3454197011465478,0.6985450621142455,125,0.0,3672.736328125,0.5387269854545593
9,999.7929103313097,True,False,False,0.7848524929877538,0.16260597109794617,1.043964675228077,0.34513036165078764,0.34513036165078764,0.6988343135772892,121,-183.08999633789062,1577.88525390625,0.5192338228225708
10,999.8669172597089,True,False,False,0.770329383039715,0.1572873592376709,1.0439646714642494,0.3457066224973035,0.3457066224973035,0.6982580489669459,131,0.0,860.200927734375,0.5000658631324768
11,1001.8146918229158,True,False,False,0.7646264186472279,0.1725628674030304,1.0439638749199522,0.3419394081966778,0.3419394081966778,0.7020244667232745,131,-252.1702880859375,378.99676513671875,0.4808199405670166
12,1003.3168621865068,True,False,False,0.7496932824664845,0.17376582324504852,1.0439642674581988,0.345759474883921,0.345759474883921,0.6982047925742778,146,-237.6813507080078,399.78759765625,0.45962193608283997
13,1004.0082079954848,True,False,False,0.7487789252516649,0.15950153768062592,1.0439647419665368,0.3497056257907068,0.3497056257907068,0.69425911617583,114,-254.9247589111328,211.66357421875,0.4431508481502533
14,1003.3067891580665,True,False,False,0.7503613725605105,0.17967824637889862,1.0439646578930526,0.34886292889737275,0.34886292889737275,0.6951017289956798,131,0.0,252.08230590820312,0.42481404542922974
15,1020.7377704855788,True,False,False,0.8965880565411598,0.2384958267211914,1.043964318475574,0.34630632631211916,0.34630632631211916,0.6976579921634549,143,-255.4150848388672,755.074462890625,0.4058285057544708
16,998.1072508893462,True,False,False,0.7563629435736666,0.18103770911693573,1.0439646635725186,0.3443273127087243,0.3443273127087243,0.6996373508637943,124,-278.97930908203125,1015.795166015625,0.3895854353904724
17,1005.0338502801555,True,False,False,0.7393996469385896,0.1865389049053192,1.0439646861538932,0.34858261956234704,0.34858261956234704,0.6953820665915461,112,-256.1690368652344,605.0458984375,0.37637510895729065
18,1009.8601778730005,True,False,False,0.7546345223882264,0.19443994760513306,1.0439646568850058,0.3447666052546217,0.3447666052546217,0.6991980516303842,112,-296.2017517089844,275.721435546875,0.3642978072166443
19,1003.5973502867708,True,False,False,0.7659979686199192,0.18198822438716888,1.0439646428397202,0.3473195800879039,0.3473195800879039,0.6966450627518164,106,-320.779052734375,297.74798583984375,0.35345035791397095
20,992.2838402913935,True,False,False,0.7654141905947317,0.18592655658721924,1.043966754980174,0.3429083136439873,0.3429083136439873,0.7010584413361869,121,0.0,323.38995361328125,0.3414449393749237
21,1012.0606805084145,True,False,False,0.7392232777830382,0.2033652812242508,1.043964652003852,0.34876824714676286,0.34876824714676286,0.6951964048570891,103,-330.57354736328125,461.2706298828125,0.33160990476608276
