episode,stage_index,stage_name,goal_x,goal_y,goal_yaw,goal_mode,local_goal_dx,local_goal_dy,local_goal_dyaw,start_x,start_y,start_yaw,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,steps,rolling_success_rate,rolling_collision_rate,rolling_avg_steps,rolling_avg_reward,stage_status,actor_loss,critic_loss,alpha
67,2,local_slight_left_06,-1.449931770998087,-0.24999846179864438,2.1633678512347644e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.8094330882005,True,False,False,0.2930728086875667,0.4851410388946533,0.6041522986797287,0.3405088722102275,0.3405088722102275,0.26364342646950123,30,1.0,0.0,32.5,1011.8320812819858,running,0.0,370.01007080078125,0.2946130037307739
68,2,local_slight_left_06,-1.4499339203875743,-0.24999851158882733,2.332085642456716e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.8132023862141,True,False,False,0.28536160038860614,0.48908737301826477,0.6041522986797287,0.3498158949377399,0.3498158949377399,0.25433640374198885,33,1.0,0.0,32.55555555555556,1011.8299836269,running,-745.0575561523438,316.8856201171875,0.29531461000442505
69,2,local_slight_left_06,-1.4499340269565497,-0.24999847496514052,2.391582256406714e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.5145113038765,True,False,False,0.310189407634512,0.48692959547042847,0.6041522986797285,0.34308035073494614,0.34308035073494614,0.2610719479447824,33,1.0,0.0,32.6,1011.7984363945976,running,0.0,1012.6832885742188,0.2954116761684418
70,2,local_slight_left_06,-1.449931750747614,-0.24999845526613976,2.190987610455818e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1012.1892642539877,True,False,False,0.2863821225795521,0.48207369446754456,0.6041522986797286,0.3457632855333307,0.3457632855333307,0.25838901314639795,33,1.0,0.0,32.63636363636363,1011.8339661999967,running,-726.624267578125,597.2699584960938,0.29593944549560547
71,2,local_slight_left_06,-1.4499317966754732,-0.24999843437803235,2.234525827990215e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.7122154854422,True,False,False,0.2949880259373564,0.49030059576034546,0.6041522986797285,0.34350065161422244,0.34350065161422244,0.2606516470655061,31,1.0,0.0,32.5,1011.8238203071172,running,0.0,473.43505859375,0.2961559593677521
72,2,local_slight_left_06,-1.449931859993612,-0.2499984068295706,2.1868217221598726e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.920960079657,True,False,False,0.2912870604774239,0.4814230501651764,0.6041522986797289,0.3478651362313355,0.3478651362313355,0.25628716244839334,34,1.0,0.0,32.61538461538461,1011.8312925973125,running,0.0,347.0604248046875,0.2965225279331207
73,2,local_slight_left_06,-1.4499317671622143,-0.24999846802690187,2.1571889285050027e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.7060629524606,True,False,False,0.29385925284149206,0.4840916097164154,0.6041522986797286,0.34759760897113223,0.34759760897113223,0.2565546897085964,32,1.0,0.0,32.57142857142857,1011.8223476226802,running,0.0,378.67242431640625,0.2972889542579651
74,2,local_slight_left_06,-1.4499318369587886,-0.24999842296351,2.1386320545413483e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.9161123606054,True,False,False,0.2845034032826432,0.49653130769729614,0.6041522986797285,0.34948515512822353,0.34948515512822353,0.254667143551505,32,1.0,0.0,32.53333333333333,1011.8285986052086,running,0.0,457.55657958984375,0.2985111474990845
75,2,local_slight_left_06,-1.4499317535319378,-0.24999846685083962,2.177475653974986e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1012.214727790044,True,False,False,0.29474684004730406,0.4821527898311615,0.6041522986797286,0.34334966728502764,0.34334966728502764,0.260802631394701,33,1.0,0.0,32.5625,1011.8527316792608,running,-713.112060546875,585.5443115234375,0.298290491104126
76,2,local_slight_left_06,-1.4499317805818497,-0.24999844285102918,2.2062582620018304e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1012.2012418030903,True,False,False,0.2920544481207411,0.491241455078125,0.6041522986797286,0.34585859963593013,0.34585859963593013,0.2582936990437985,33,1.0,0.0,32.588235294117645,1011.8732322747802,running,0.0,849.8839111328125,0.29766857624053955
77,2,local_slight_left_06,-1.449931175680301,-0.24999853196012953,2.5150210729038856e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1012.350928821552,True,False,False,0.28753615740728133,0.49033674597740173,0.6041522986797285,0.3425605306941095,0.3425605306941095,0.261591767985619,33,1.0,0.0,32.611111111111114,1011.8997709718232,running,-722.7628784179688,255.90206909179688,0.2978307604789734
78,2,local_slight_left_06,-1.4499317723033198,-0.24999845183625147,2.189020376436075e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.6458638217082,True,False,False,0.30604912787629424,0.49108731746673584,0.6041522986797287,0.34353512541987974,0.34353512541987974,0.260617173259849,33,1.0,0.0,32.63157894736842,1011.8864074376066,running,0.0,473.9027099609375,0.2976585924625397
79,2,local_slight_left_06,-1.4499317525781503,-0.24999844470346963,2.2031295708987096e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1010.9897021571334,True,False,False,0.2991957759775952,0.4874363839626312,0.6041522986797286,0.3469388975712583,0.3469388975712583,0.25721340110847035,29,1.0,0.0,32.45,1011.841572173583,running,-718.2444458007812,332.27764892578125,0.2972205877304077
80,2,local_slight_left_06,-1.4499317782281214,-0.24999843409672182,2.2278403034773004e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.9287373338638,True,False,False,0.2792470485886997,0.48451468348503113,0.6041522986797286,0.34486703406542707,0.34486703406542707,0.25928526461430157,30,1.0,0.0,32.05,1011.8064824316559,running,-742.3389282226562,837.1099853515625,0.29823556542396545
81,2,local_slight_left_06,-1.4499339161609288,-0.24999849440854527,2.3555317154964537e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1012.3622235884242,True,False,False,0.28660268784721515,0.4890182614326477,0.6041522986797289,0.34373040740688204,0.34373040740688204,0.2604218912728468,32,1.0,0.0,31.95,1011.8192951278761,running,-711.1480712890625,267.4039306640625,0.29885098338127136
82,2,local_slight_left_06,-1.4499317531308218,-0.2499984791277419,2.152931680587975e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.461750641828,True,False,False,0.2846555566977849,0.47098276019096375,0.6041522986797284,0.3492305029947951,0.3492305029947951,0.25492179568493334,31,1.0,0.0,31.9,1011.8074074988781,running,0.0,274.7772521972656,0.29800522327423096
83,2,local_slight_left_06,-1.4499317709669415,-0.24999840996518882,2.279183047441172e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1012.4733681915476,True,False,False,0.28328974950544616,0.48821815848350525,0.6041522986797285,0.34606988863700505,0.34606988863700505,0.2580824100427235,33,1.0,0.0,32.0,1011.8558386092852,running,-738.8484497070312,264.2386474609375,0.29766425490379333
84,2,local_slight_left_06,-1.4499317857769551,-0.24999845401967755,2.1861088328464082e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.7752321606669,True,False,False,0.2848756868217006,0.4818161129951477,0.6041522986797286,0.34542201536750694,0.34542201536750694,0.2587302833122217,31,1.0,0.0,31.95,1011.8501286123176,running,0.0,135.09124755859375,0.29791462421417236
85,2,local_slight_left_06,-1.4499339238664726,-0.24999850053581815,2.3421468801670986e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.8786762712036,True,False,False,0.28361301483557855,0.48364749550819397,0.6041522986797286,0.34719071317765243,0.34719071317765243,0.2569615855020762,32,1.0,0.0,32.1,1011.8776599723417,running,0.0,512.9256591796875,0.29698365926742554
86,2,local_slight_left_06,-1.449932902658629,-0.24999862196003508,2.5605620056332006e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.9388306464855,True,False,False,0.28878298722208273,0.47778090834617615,0.6041522986797286,0.34384134158054835,0.34384134158054835,0.2603109570991803,31,1.0,0.0,31.95,1011.8901522568997,running,-711.9729614257812,762.7903442382812,0.297529011964798
87,2,local_slight_left_06,-1.4499317747447662,-0.24999842914454945,2.2472676349399903e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1012.2819828784333,True,False,False,0.2853795535147756,0.4905819594860077,0.6041522986797287,0.34048207424921084,0.34048207424921084,0.2636702244305179,31,1.0,0.0,32.0,1011.9137797464113,running,0.0,228.06802368164062,0.2982410192489624
88,2,local_slight_left_06,-1.4499339513570102,-0.24999849431457596,2.344681126195669e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1012.1677200976454,True,False,False,0.2777922559068004,0.4898858070373535,0.6041522986797286,0.3478739532078488,0.3478739532078488,0.25627834547187983,31,1.0,0.0,31.9,1011.9315056319829,running,-719.4636840820312,522.6719970703125,0.29850077629089355
89,2,local_slight_left_06,-1.4499317640038334,-0.24999846252711344,2.1697512731237436e-06,local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.8838588822418,True,False,False,0.28241753462804664,0.4847663640975952,0.6041522986797289,0.34411426968416475,0.34411426968416475,0.2600380289955641,30,1.0,0.0,31.75,1011.9499730109012,promoted,-734.302978515625,323.28131103515625,0.2980826199054718
90,3,local_slight_right_06,-1.4499306275886543,-0.7499984321234325,2.2346883507995655e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.3078561299728,True,False,False,0.31005927087483615,0.48310694098472595,0.6041522986797285,0.34611443281324,0.34611443281324,0.2580378658664885,34,1.0,0.0,34.0,1012.3078561299728,running,-724.7127075195312,416.1617431640625,0.2979101538658142
91,3,local_slight_right_06,-1.449935993811446,-0.749998503738123,2.230858096998846e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.8758248377884,True,False,False,0.29665110813899453,0.47343364357948303,0.6041522986797289,0.34692098804049315,0.34692098804049315,0.2572313106392357,32,1.0,0.0,33.0,1012.0918404838806,running,-692.8934936523438,999.8096923828125,0.29830023646354675
92,3,local_slight_right_06,-1.44993062485033,-0.7499984206099503,2.243245154700101e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.3240331601161,True,False,False,0.29041986597086045,0.48937657475471497,0.6041522986797285,0.3448631498319034,0.3448631498319034,0.2592891488478251,33,1.0,0.0,33.0,1012.1692380426257,running,0.0,626.6973266601562,0.29818376898765564
93,3,local_slight_right_06,-1.4499306298897212,-0.7499984026067437,2.2792936926726076e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.0329066556249,True,False,False,0.281835033816499,0.49005424976348877,0.6041522986797286,0.34078402130287233,0.34078402130287233,0.2633682773768563,30,1.0,0.0,32.25,1012.1351551958755,running,0.0,206.63519287109375,0.2981938123703003
94,3,local_slight_right_06,-1.4499367448124005,-0.7499984925961198,2.2591745982456386e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.6980511227854,True,False,False,0.2777497092532913,0.4874843657016754,0.6041522986797287,0.34889144832282243,0.34889144832282243,0.2552608503569063,29,1.0,0.0,31.6,1012.0477343812576,running,-729.69921875,362.24072265625,0.2984772026538849
95,3,local_slight_right_06,-1.4499327593345555,-0.7499985126115399,2.3221780226841876e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.4591750414536,True,False,False,0.2766760998642879,0.4819853901863098,0.6041522986797284,0.34957402305714164,0.34957402305714164,0.2545782756225868,29,1.0,0.0,31.166666666666668,1011.949641157957,running,0.0,231.55999755859375,0.2985333204269409
96,3,local_slight_right_06,-1.4499306268738001,-0.7499984258101005,2.2392631480884574e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.9839392966827,True,False,False,0.29002492423977355,0.48259925842285156,0.6041522986797287,0.34734206271029094,0.34734206271029094,0.2568102359694378,31,1.0,0.0,31.142857142857142,1011.9545408920605,running,-729.5716552734375,164.01568603515625,0.29856324195861816
97,3,local_slight_right_06,-1.4499327540197295,-0.7499985075259066,2.342026369185949e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.8156899484716,True,False,False,0.30051083580289023,0.49420395493507385,0.6041522986797287,0.3442704860743078,0.3442704860743078,0.2598818126054209,31,1.0,0.0,31.125,1011.9371845241119,running,0.0,404.951904296875,0.2980863153934479
98,3,local_slight_right_06,-1.449930658773725,-0.7499984575621513,2.1938149932125025e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.3033468292629,True,False,False,0.2898081143942804,0.47927528619766235,0.6041522986797286,0.3474902900195862,0.3474902900195862,0.25666200866014244,29,1.0,0.0,30.88888888888889,1011.8667581135732,running,-718.4343872070312,354.0007019042969,0.29741936922073364
99,3,local_slight_right_06,-1.4499303904713492,-0.7499984781079422,2.2454678438472268e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.4378837423822,True,False,False,0.28556993478106385,0.4957329332828522,0.6041522986797285,0.3465593659950874,0.3465593659950874,0.2575929326846411,32,1.0,0.0,31.0,1011.9238706764542,running,-729.7899780273438,189.9886474609375,0.2976873517036438
100,3,local_slight_right_06,-1.4499327901487138,-0.7499985417129403,2.2608247169434404e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.9753403519726,True,False,False,0.2873663862298717,0.4828689396381378,0.6041522986797286,0.34457656402937686,0.34457656402937686,0.2595757346503518,30,1.0,0.0,30.90909090909091,1011.928549737865,running,-736.8041381835938,299.4578857421875,0.29818564653396606
101,3,local_slight_right_06,-1.4499306914421388,-0.7499984555163977,2.189307984876538e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.1811868121559,True,False,False,0.2830391844531326,0.48419854044914246,0.6041522986797286,0.348176639935558,0.348176639935558,0.25597565874417066,32,1.0,0.0,31.0,1011.9496028273893,running,-753.9774169921875,150.67825317382812,0.2987751364707947
102,3,local_slight_right_06,-1.4499306472839104,-0.7499984122772243,2.262455175157298e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.0924178093418,True,False,False,0.2833487307127227,0.4833946228027344,0.6041522986797287,0.3483620389877771,0.3483620389877771,0.2557902596919516,31,1.0,0.0,31.0,1011.9605885952317,running,0.0,179.14266967773438,0.2983998656272888
103,3,local_slight_right_06,-1.4499327328847784,-0.7499984920508793,2.365898187745076e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.1456567826665,True,False,False,0.28247124989180816,0.48978257179260254,0.6041522986797286,0.3465596337948698,0.3465596337948698,0.2575926648848588,31,1.0,0.0,31.0,1011.973807751477,running,-738.801025390625,135.99969482421875,0.2985702455043793
104,3,local_slight_right_06,-1.4499327690646515,-0.7499985270707763,2.2980286385070383e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.0840589712063,True,False,False,0.2738186872058292,0.49138203263282776,0.6041522986797285,0.346961385115503,0.346961385115503,0.2571909135642255,31,1.0,0.0,31.0,1011.9811578327923,running,0.0,63.7122802734375,0.29871827363967896
105,3,local_slight_right_06,-1.4499295412185667,-0.7499984337023196,2.269141394918664e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.5588437204069,True,False,False,0.2843910005636003,0.47685515880584717,0.6041522986797286,0.33839538130555663,0.33839538130555663,0.265756917374172,30,1.0,0.0,30.9375,1012.0172632007682,running,0.0,133.05860900878906,0.29903605580329895
106,3,local_slight_right_06,-1.4499306718267084,-0.749998473503426,2.1645088269219317e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1013.2241760670033,True,False,False,0.26900919559775555,0.4838513433933258,0.6041522986797287,0.3411508038857289,0.3411508038857289,0.26300149479399987,30,1.0,0.0,30.88235294117647,1012.0882580752526,running,0.0,139.1641845703125,0.2995298206806183
107,3,local_slight_right_06,-1.4499306630548112,-0.7499984435282592,2.219542585351589e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.8707970576944,True,False,False,0.28838186074165173,0.49015718698501587,0.6041522986797287,0.3467483988274755,0.3467483988274755,0.25740389985225326,31,1.0,0.0,30.88888888888889,1012.0761769076105,running,-727.646728515625,259.38482666015625,0.2995181083679199
108,3,local_slight_right_06,-1.449932799363845,-0.7499985350890936,2.289659181096998e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.2561484598455,True,False,False,0.27373417441966624,0.48678964376449585,0.6041522986797286,0.3471366934425456,0.3471366934425456,0.25701560523718303,30,1.0,0.0,30.842105263157894,1012.0856490945702,running,-725.9990844726562,336.57940673828125,0.29921475052833557
109,3,local_slight_right_06,-1.4499327958987287,-0.7499985229037628,2.297254274158946e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.2607816074639,True,False,False,0.2847119773331737,0.4926498532295227,0.6041522986797285,0.34736588588818135,0.34736588588818135,0.2567864127915472,32,1.0,0.0,30.9,1012.0944057202148,running,-746.9937744140625,156.41427612304688,0.2981169819831848
110,3,local_slight_right_06,-1.449930686328881,-0.749998446329045,2.197923796330468e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.5103031718568,True,False,False,0.2822323385929279,0.4858076870441437,0.6041522986797287,0.3479865482846808,0.3479865482846808,0.25616575039504796,34,1.0,0.0,30.9,1012.104528072309,running,-694.72119140625,176.02383422851562,0.29690277576446533
111,3,local_slight_right_06,-1.4499306475867988,-0.7499984257750033,2.241885437306325e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.7092996893524,True,False,False,0.2835737656145984,0.49009692668914795,0.6041522986797286,0.34073944672390505,0.34073944672390505,0.2634128519558236,32,1.0,0.0,30.9,1012.1462018148871,running,-729.055908203125,186.0028076171875,0.29566487669944763
112,3,local_slight_right_06,-1.4499306731651047,-0.7499984501121107,2.179790168721984e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.8002572763581,True,False,False,0.2847812739865058,0.4775658845901489,0.6041522986797285,0.3479979928953236,0.3479979928953236,0.2561543057844049,31,1.0,0.0,30.8,1012.1200130206993,running,0.0,141.55780029296875,0.2949819266796112
113,3,local_slight_right_06,-1.4499292640537764,-0.7499984898116647,2.4783962143069748e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.0562601577242,True,False,False,0.28892705211016056,0.482953280210495,0.6041522986797287,0.3464816770530972,0.3464816770530972,0.25767062162663157,32,1.0,0.0,30.9,1012.1211806958042,running,0.0,135.25225830078125,0.2943778932094574
114,3,local_slight_right_06,-1.4499306786173385,-0.749998470709186,2.1596602279901422e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.4108975685114,True,False,False,0.2809874639812744,0.48427119851112366,0.6041522986797286,0.3471120609184459,0.3471120609184459,0.25704023776128276,32,1.0,0.0,31.05,1012.1568230180907,running,0.0,130.9681854248047,0.29279625415802
115,3,local_slight_right_06,-1.4499306301340305,-0.7499984334018592,2.230194028560696e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.0403685965636,True,False,False,0.2926856072799104,0.48492196202278137,0.6041522986797286,0.3441683751145069,0.3441683751145069,0.25998392356522176,32,1.0,0.0,31.2,1012.1858826958463,running,0.0,102.96216583251953,0.2915894091129303
116,3,local_slight_right_06,-1.449930676587069,-0.7499984451455253,2.213535249446564e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.5038294088661,True,False,False,0.28572536815193006,0.4880220592021942,0.6041522986797287,0.3432935499065095,0.3432935499065095,0.26085874877321924,32,1.0,0.0,31.25,1012.2118772014553,running,0.0,97.9860610961914,0.29098907113075256
117,3,local_slight_right_06,-1.4499301668078701,-0.749998192662944,2.0504204715624995e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.7953836565797,True,False,False,0.2814485295076447,0.49042293429374695,0.6041522986797286,0.34972919638728867,0.34972919638728867,0.25442310229244,32,1.0,0.0,31.3,1012.2108618868606,running,0.0,132.18609619140625,0.290569931268692
118,3,local_slight_right_06,-1.4499306932243947,-0.7499984590056347,2.1843119580628947e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1011.9425486384071,True,False,False,0.2915071525805638,0.4883531332015991,0.6041522986797286,0.3439060235721442,0.3439060235721442,0.2602462751075844,31,1.0,0.0,31.4,1012.2428219773179,running,-735.202880859375,150.1140899658203,0.29022717475891113
119,3,local_slight_right_06,-1.4499327818165606,-0.7499985418709372,2.2777398966087026e-06,local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.3927179945969,True,False,False,0.2753354844194598,0.4821389317512512,0.6041522986797286,0.34542751447700115,0.34542751447700115,0.2587247842027275,30,1.0,0.0,31.3,1012.2405636899284,promoted,-734.86376953125,167.2059326171875,0.29009804129600525
120,4,local_sharp_left_08,-1.2499341818319878,-0.1499980585111514,2.3033697353583765e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.495573039575,True,False,False,0.4917995994722628,0.4504510462284088,0.8276472678623424,0.34881592206884143,0.34881592206884143,0.478831345793501,51,1.0,0.0,51.0,1017.495573039575,running,0.0,194.53683471679688,0.28936251997947693
121,4,local_sharp_left_08,-1.2499319663730741,-0.1499980456711284,2.15765980875258e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.5129382723272,True,False,False,0.49130531911884423,0.46721139550209045,0.8276472678623424,0.3475152944333554,0.3475152944333554,0.48013197342898706,52,1.0,0.0,51.5,1017.504255655951,running,0.0,208.09683227539062,0.2886550724506378
122,4,local_sharp_left_08,-1.2499319677912086,-0.1499980599176866,2.1321463783631317e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.6056085802815,True,False,False,0.49643181793263796,0.4545988142490387,0.8276472678623423,0.34539915821804257,0.34539915821804257,0.48224810964429976,51,1.0,0.0,51.333333333333336,1017.5380399640612,running,-723.7247924804688,264.4418640136719,0.2879272401332855
123,4,local_sharp_left_08,-1.2499319785308705,-0.14999797868022463,2.249101815285392e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.3784003418626,True,False,False,0.4951952446286646,0.45116639137268066,0.8276472678623424,0.3459964510772762,0.3459964510772762,0.4816508167850662,51,1.0,0.0,51.25,1017.4981300585116,running,0.0,231.6745147705078,0.2875038683414459
124,4,local_sharp_left_08,-1.249931973855166,-0.1499979979911873,2.2211937546561338e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1018.0316337647745,True,False,False,0.4970404563775219,0.44964900612831116,0.8276472678623424,0.341218559205831,0.341218559205831,0.48642870865651144,54,1.0,0.0,51.8,1017.6048307997642,running,0.0,286.39910888671875,0.28433647751808167
125,4,local_sharp_left_08,-1.2499325244767059,-0.14999813729376849,2.2963597632909008e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.1766553681197,True,False,False,0.4949227071750673,0.4628106355667114,0.8276472678623423,0.3473613526431407,0.3473613526431407,0.4802859152192016,54,1.0,0.0,52.166666666666664,1017.5334682278235,running,0.0,152.2283935546875,0.2807936370372772
126,4,local_sharp_left_08,-1.2499319834927887,-0.1499980267532181,2.1781693386552483e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1016.9998809180751,True,False,False,0.49771348493608136,0.4538356065750122,0.8276472678623424,0.3469560246445713,0.3469560246445713,0.4806912432177711,53,1.0,0.0,52.285714285714285,1017.4572414692881,running,-760.9818725585938,242.4462432861328,0.27800625562667847
127,4,local_sharp_left_08,-1.2499320467213053,-0.14999804759232194,2.0799161954599306e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1016.6660187846126,True,False,False,0.49434777494625165,0.46509841084480286,0.8276472678623424,0.3498522317193738,0.3498522317193738,0.47779503614296864,50,1.0,0.0,52.0,1017.3583386337036,running,-719.6034545898438,166.10995483398438,0.2748900353908539
128,4,local_sharp_left_08,-1.2499319732028218,-0.14999798557035937,2.2393310494219793e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.2502849560129,True,False,False,0.49444265658030717,0.46840113401412964,0.8276472678623423,0.34997549042994286,0.34997549042994286,0.47767177743239947,53,1.0,0.0,52.111111111111114,1017.3463326695158,running,0.0,226.91331481933594,0.27228596806526184
129,4,local_sharp_left_08,-1.2499319915040599,-0.14999803505331238,2.1753986839583953e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1018.3140593341352,True,False,False,0.4975581664328569,0.46927720308303833,0.8276472678623422,0.34196415696052496,0.34196415696052496,0.48568311090181726,55,1.0,0.0,52.4,1017.4431053359779,running,-716.0279541015625,234.79031372070312,0.26992228627204895
130,4,local_sharp_left_08,-1.249931364991119,-0.1499980522652961,2.5637666268748357e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1018.1849308076246,True,False,False,0.4928990158471873,0.46160125732421875,0.8276472678623423,0.3465358807646852,0.3465358807646852,0.4811113870976571,53,1.0,0.0,52.45454545454545,1017.5105440152184,running,0.0,183.74972534179688,0.2685167193412781
131,4,local_sharp_left_08,-1.2499320049737321,-0.1499979597483026,2.271727237569763e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.616883295492,True,False,False,0.4966966932355368,0.4682866036891937,0.8276472678623424,0.34659794210048606,0.34659794210048606,0.4810493257618564,54,1.0,0.0,52.583333333333336,1017.5194056219079,running,0.0,124.10710906982422,0.26485878229141235
132,4,local_sharp_left_08,-1.2499319926574628,-0.14999802721467798,2.1697202927367205e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.834309009387,True,False,False,0.49171644765605016,0.4526827335357666,0.8276472678623423,0.34717364079350094,0.34717364079350094,0.4804736270688414,52,1.0,0.0,52.53846153846154,1017.5436289594064,running,0.0,263.4068603515625,0.2620159387588501
133,4,local_sharp_left_08,-1.2499320562327527,-0.14999796550200306,2.187035577034608e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.6837067289043,True,False,False,0.500009875013992,0.4549194574356079,0.8276472678623424,0.3413660129176049,0.3413660129176049,0.48628125494473756,52,1.0,0.0,52.5,1017.5536345143706,running,0.0,89.03793334960938,0.2600437104701996
134,4,local_sharp_left_08,-1.249932043141615,-0.14999806183007158,2.0675582731417065e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.8042119517909,True,False,False,0.49418459486158817,0.4611493945121765,0.8276472678623426,0.3467937575499917,0.3467937575499917,0.48085351031235085,53,1.0,0.0,52.53333333333333,1017.5703396768653,running,-707.0239868164062,167.6512451171875,0.25811734795570374
135,4,local_sharp_left_08,-1.2499310906922962,-0.14999816109140307,2.4145565954099414e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.6972094867991,True,False,False,0.4894084203300061,0.4584793448448181,0.8276472678623424,0.34670276811952255,0.34670276811952255,0.4809444997428199,50,1.0,0.0,52.375,1017.5782690399861,running,-703.10205078125,128.29086303710938,0.2568158805370331
136,4,local_sharp_left_08,-1.2499330526746235,-0.1499979277082067,2.328982914673586e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.0573574232156,True,False,False,0.494060242777434,0.44554534554481506,0.8276472678623424,0.3472550741095234,0.3472550741095234,0.48039219375281905,52,1.0,0.0,52.35294117647059,1017.5476271801762,running,-712.6802978515625,111.05264282226562,0.25570017099380493
137,4,local_sharp_left_08,-1.2499319705260648,-0.14999805926748194,2.1370518779575132e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.5219148068018,True,False,False,0.4972161518890731,0.45841535925865173,0.8276472678623426,0.34344008050962876,0.34344008050962876,0.4842071873527138,52,1.0,0.0,52.333333333333336,1017.5461987149888,running,-717.943603515625,106.81867980957031,0.2546994984149933
