stamp_sec,nav2_linear_x,nav2_angular_z,drl_linear_x,drl_angular_z,linear_abs_diff,angular_abs_diff,angular_sign_disagreement,nav2_zero,drl_zero
1777711833.7480643,0.0,-0.4736842105263158,0.053306665271520615,0.7245049476623535,0.053306665271520615,1.1981891581886694,True,False,False
1777711833.8483841,0.0,-0.4736842105263158,0.05318177491426468,0.7277472615242004,0.05318177491426468,1.2014314720505164,True,False,False
1777711833.9488804,0.0,-0.368421052631579,0.05318177491426468,0.7277472615242004,0.05318177491426468,1.0961683141557794,True,False,False
1777711834.049402,0.0,-0.368421052631579,0.053124863654375076,0.727325439453125,0.053124863654375076,1.095746492084704,True,False,False
1777711834.1499634,0.0,-0.368421052631579,0.053124863654375076,0.727325439453125,0.053124863654375076,1.095746492084704,True,False,False
1777711834.2503982,0.0,-0.368421052631579,0.052954595535993576,0.7253710627555847,0.052954595535993576,1.0937921153871637,True,False,False
1777711834.3509347,0.0,-0.368421052631579,0.052954595535993576,0.7253710627555847,0.052954595535993576,1.0937921153871637,True,False,False
1777711834.4512928,0.0,-0.368421052631579,0.05303727090358734,0.6739518046379089,0.05303727090358734,1.042372857269488,True,False,False
1777711834.5518057,0.0,-0.26315789473684215,0.05303727090358734,0.6739518046379089,0.05303727090358734,0.9371096993747511,True,False,False
1777711834.652211,0.0,-0.26315789473684215,0.05445646122097969,0.7142772078514099,0.05445646122097969,0.9774351025882521,True,False,False
1777711834.7527096,0.15052631578947367,0.21684210526315786,0.05445646122097969,0.7142772078514099,0.09606985456849398,0.4974351025882521,False,False,False
1777711834.8530488,0.15052631578947367,0.21684210526315786,0.053777921944856644,0.7111653685569763,0.09674839384461703,0.4943232632938185,False,False,False
1777711834.9535394,0.13684210526315788,0.4736842105263157,0.053777921944856644,0.7111653685569763,0.08306418331830123,0.2374811580306606,False,False,False
1777711835.0539026,0.13684210526315788,0.4736842105263157,0.050776928663253784,0.7158195972442627,0.08606517659990409,0.242135386717947,False,False,False
1777711835.154611,0.0,-0.16631578947368433,0.050776928663253784,0.7158195972442627,0.050776928663253784,0.882135386717947,True,False,False
1777711835.2550027,0.0,-0.16631578947368433,0.05566028133034706,0.7086696028709412,0.05566028133034706,0.8749853923446255,True,False,False
1777711835.3558216,0.0,-0.26315789473684215,0.05566028133034706,0.7086696028709412,0.05566028133034706,0.9718274976077833,True,False,False
