stamp_sec,nav2_linear_x,nav2_angular_z,drl_linear_x,drl_angular_z,linear_abs_diff,angular_abs_diff,angular_sign_disagreement,target_source,target_distance,target_heading,nearest_obstacle,safety_stop,drl_target_sign_disagreement,nav2_zero,drl_zero
1777713261.3647695,0.24631578947368427,-0.1578947368421053,0.06590872257947922,-0.724554717540741,0.18040706689420505,0.5666599806986357,False,plan_lookahead,0.649,-0.039,0.557,false,False,False,False
1777713261.4653003,0.26,-0.052631578947368474,0.06590872257947922,-0.724554717540741,0.1940912774205208,0.6719231385933725,False,plan_lookahead,0.649,-0.039,0.557,false,False,False,False
1777713261.5656497,0.26,-0.052631578947368474,0.07076696306467056,-0.7649618983268738,0.18923303693532945,0.7123303193795053,False,plan_lookahead,0.649,-0.039,0.557,false,False,False,False
1777713261.6659827,0.26,-0.052631578947368474,0.07076696306467056,-0.7649618983268738,0.18923303693532945,0.7123303193795053,False,plan_lookahead,0.632,0.059,0.551,false,True,False,False
1777713261.7665896,0.26,0.0,0.07076696306467056,-0.7649618983268738,0.18923303693532945,0.7649618983268738,False,plan_lookahead,0.632,0.059,0.551,false,True,False,False
1777713261.8669348,0.26,0.0,0.07139799743890762,-0.7449726462364197,0.18860200256109239,0.7449726462364197,False,plan_lookahead,0.632,0.059,0.551,false,True,False,False
1777713261.967386,0.26,0.0,0.07139799743890762,-0.7449726462364197,0.18860200256109239,0.7449726462364197,False,plan_lookahead,0.614,0.037,0.563,false,True,False,False
1777713262.0682292,0.24631578947368427,0.1578947368421052,0.07139799743890762,-0.7449726462364197,0.17491779203477664,0.9028673830785249,True,plan_lookahead,0.614,0.037,0.563,false,True,False,False
1777713262.1685212,0.24631578947368427,0.1578947368421052,0.03999999910593033,0.13292358815670013,0.20631579036775394,0.024971148685405065,False,plan_lookahead,0.614,0.037,0.563,false,False,False,False
1777713262.269267,0.24631578947368427,0.1578947368421052,0.03999999910593033,0.13292358815670013,0.20631579036775394,0.024971148685405065,False,plan_lookahead,0.658,0.175,0.549,false,False,False,False
