stamp_sec,nav2_linear_x,nav2_angular_z,drl_linear_x,drl_angular_z,linear_abs_diff,angular_abs_diff,angular_sign_disagreement,target_source,target_distance,target_heading,nearest_obstacle,safety_stop,drl_target_sign_disagreement,nav2_zero,drl_zero
1777712950.4328072,0.125,0.16,0.0,0.0,0.125,0.16,False,,nan,nan,nan,,False,False,True
1777712950.533193,0.125,0.16,0.07628210633993149,0.7890374064445496,0.04871789366006851,0.6290374064445495,False,,nan,nan,nan,,False,False,False
1777712950.6335073,0.125,0.16,0.07628210633993149,0.7890374064445496,0.04871789366006851,0.6290374064445495,False,plan_lookahead,0.612,1.051,0.491,false,False,False,False
1777712950.7340658,0.16421052631578947,0.32,0.07628210633993149,0.7890374064445496,0.08792841997585799,0.46903740644454955,False,plan_lookahead,0.612,1.051,0.491,false,False,False,False
1777712950.8344831,0.16421052631578947,0.32,0.07628325372934341,0.7890492677688599,0.08792727258644606,0.46904926776885986,False,plan_lookahead,0.612,1.051,0.491,false,False,False,False
1777712950.9348185,0.16421052631578947,0.32,0.07628325372934341,0.7890492677688599,0.08792727258644606,0.46904926776885986,False,plan_lookahead,0.612,1.052,0.491,false,False,False,False
1777712951.0353127,0.16421052631578947,0.64,0.07628325372934341,0.7890492677688599,0.08792727258644606,0.14904926776885985,False,plan_lookahead,0.612,1.052,0.491,false,False,False,False
1777712951.1357572,0.16421052631578947,0.64,0.0762949138879776,0.7891548871994019,0.08791561242781187,0.14915488719940184,False,plan_lookahead,0.612,1.052,0.491,false,False,False,False
1777712951.2363665,0.16421052631578947,0.64,0.0762949138879776,0.7891548871994019,0.08791561242781187,0.14915488719940184,False,plan_lookahead,0.607,1.062,0.486,false,False,False,False
1777712951.33716,0.24631578947368427,0.9999999999999999,0.0762949138879776,0.7891548871994019,0.17002087558570667,0.21084511280059803,False,plan_lookahead,0.607,1.062,0.486,false,False,False,False
1777712951.4374418,0.24631578947368427,0.9999999999999999,0.07627297192811966,0.7889028191566467,0.1700428175455646,0.21109718084335316,False,plan_lookahead,0.607,1.062,0.486,false,False,False,False
1777712951.5379121,0.24631578947368427,0.9999999999999999,0.07627297192811966,0.7889028191566467,0.1700428175455646,0.21109718084335316,False,plan_lookahead,0.6,1.029,0.486,false,False,False,False
1777712951.639016,0.24631578947368427,0.894736842105263,0.07627297192811966,0.7889028191566467,0.1700428175455646,0.10583402294861632,False,plan_lookahead,0.6,1.029,0.486,false,False,False,False
1777712951.7394028,0.24631578947368427,0.894736842105263,0.0760776475071907,0.7866255640983582,0.17023814196649356,0.1081112780069049,False,plan_lookahead,0.6,1.029,0.486,false,False,False,False
1777712951.8398263,0.24631578947368427,0.894736842105263,0.0760776475071907,0.7866255640983582,0.17023814196649356,0.1081112780069049,False,plan_lookahead,0.603,0.875,0.511,false,False,False,False
1777712951.9410434,0.26,0.6842105263157894,0.0760776475071907,0.7866255640983582,0.1839223524928093,0.10241503778256877,False,plan_lookahead,0.603,0.875,0.511,false,False,False,False
1777712952.0414507,0.26,0.6842105263157894,0.07453401386737823,0.7658909559249878,0.18546598613262177,0.08168042960919841,False,plan_lookahead,0.603,0.875,0.511,false,False,False,False
1777712952.1417694,0.26,0.6842105263157894,0.07453401386737823,0.7658909559249878,0.18546598613262177,0.08168042960919841,False,plan_lookahead,0.607,0.67,0.579,false,False,False,False
1777712952.2423491,0.26,0.4736842105263157,0.07453401386737823,0.7658909559249878,0.18546598613262177,0.2922067453986721,False,plan_lookahead,0.607,0.67,0.579,false,False,False,False
1777712952.342664,0.26,0.4736842105263157,0.07485321164131165,0.7707614898681641,0.18514678835868836,0.29707727934184835,False,plan_lookahead,0.607,0.67,0.579,false,False,False,False
1777712952.442958,0.26,0.4736842105263157,0.07485321164131165,0.7707614898681641,0.18514678835868836,0.29707727934184835,False,plan_lookahead,0.618,0.448,0.632,false,False,False,False
1777712952.543759,0.20526315789473687,0.36842105263157887,0.07485321164131165,0.7707614898681641,0.13040994625342522,0.4023404372365852,False,plan_lookahead,0.618,0.448,0.632,false,False,False,False
1777712952.6441097,0.20526315789473687,0.36842105263157887,0.07665199786424637,0.22898493707180023,0.1286111600304905,0.13943611555977864,False,plan_lookahead,0.618,0.448,0.632,false,False,False,False
1777712952.744364,0.20526315789473687,0.36842105263157887,0.07665199786424637,0.22898493707180023,0.1286111600304905,0.13943611555977864,False,plan_lookahead,0.602,0.28,0.655,false,False,False,False
1777712952.8449829,0.23263157894736847,0.36842105263157887,0.07665199786424637,0.22898493707180023,0.1559795810831221,0.13943611555977864,False,plan_lookahead,0.602,0.28,0.655,false,False,False,False
1777712952.945416,0.23263157894736847,0.36842105263157887,0.07656226307153702,-0.7602786421775818,0.15606931587583145,1.1286996948091605,True,plan_lookahead,0.602,0.28,0.655,false,True,False,False
1777712953.045867,0.23263157894736847,0.36842105263157887,0.07656226307153702,-0.7602786421775818,0.15606931587583145,1.1286996948091605,True,plan_lookahead,0.609,0.13,0.632,false,True,False,False
1777712953.14658,0.26,0.10315789473684203,0.07656226307153702,-0.7602786421775818,0.183437736928463,0.8634365369144238,True,plan_lookahead,0.609,0.13,0.632,false,True,False,False
1777712953.2469535,0.26,0.10315789473684203,0.07288619875907898,-0.6739519834518433,0.18711380124092103,0.7771098781886853,True,plan_lookahead,0.609,0.13,0.632,false,True,False,False
1777712953.347406,0.26,0.10315789473684203,0.07288619875907898,-0.6739519834518433,0.18711380124092103,0.7771098781886853,True,plan_lookahead,0.62,0.034,0.551,false,True,False,False
1777712953.448358,0.20526315789473687,0.1578947368421052,0.07288619875907898,-0.6739519834518433,0.1323769591356579,0.8318467202939485,True,plan_lookahead,0.62,0.034,0.551,false,True,False,False
1777712953.5486953,0.20526315789473687,0.1578947368421052,0.07233532518148422,-0.7729103565216064,0.13292783271325265,0.9308050933637116,True,plan_lookahead,0.62,0.034,0.551,false,True,False,False
1777712953.6490796,0.20526315789473687,0.1578947368421052,0.07233532518148422,-0.7729103565216064,0.13292783271325265,0.9308050933637116,True,plan_lookahead,0.619,-0.063,0.515,false,False,False,False
1777712953.7494774,0.26,0.10736842105263153,0.07233532518148422,-0.7729103565216064,0.1876646748185158,0.880278777574238,True,plan_lookahead,0.619,-0.063,0.515,false,False,False,False
1777712953.8498013,0.26,0.10736842105263153,0.0744863897562027,-0.7773990631103516,0.1855136102437973,0.8847674841629831,True,plan_lookahead,0.619,-0.063,0.515,false,False,False,False
1777712953.9501178,0.26,0.10736842105263153,0.0744863897562027,-0.7773990631103516,0.1855136102437973,0.8847674841629831,True,plan_lookahead,0.604,-0.084,0.443,false,False,False,False
1777712954.0507386,0.24631578947368427,0.36842105263157887,0.0744863897562027,-0.7773990631103516,0.17182939971748157,1.1458201157419303,True,plan_lookahead,0.604,-0.084,0.443,false,False,False,False
1777712954.1510274,0.24631578947368427,0.36842105263157887,0.07096656411886215,-0.7636544704437256,0.1753492253548221,1.1320755230753043,True,plan_lookahead,0.604,-0.084,0.443,false,False,False,False
