stage_index,stage_name,goal_x,goal_y,goal_yaw,start_episode,end_episode,episodes,successes,collisions,timeouts,success_rate,collision_rate,avg_reward,avg_steps,avg_final_DG,avg_min_obstacle_distance,min_obstacle_distance,avg_close_obstacle_steps,avg_narrow_gap_steps,avg_waypoints_reached,exposure_rate,eval_success_rate,eval_collision_rate,goal_mode,status
5,hard_s_curve_sequences,-1.6238405615370608,-0.4956523195253979,1.3545256728917758e-06,0,459,460,8,0,452,0.017391304347826087,0.0,46.6126604046606,249.01521739130436,0.51857518593482,0.43159070253048254,0.12101331353187561,178.18478260869566,59.27173913043478,1.0869565217391304,0.01956521739130435,0.0,0.0,local_goal_sequence,failed
