episode,stage_index,stage_name,goal_x,goal_y,goal_yaw,goal_mode,local_goal_dx,local_goal_dy,local_goal_dyaw,start_x,start_y,start_yaw,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,close_obstacle_steps,narrow_gap_steps,left_min_obstacle_distance,right_min_obstacle_distance,obstacle_exposure_met,rolling_obstacle_exposure_rate,eval_success_rate,eval_collision_rate,steps,rolling_success_rate,rolling_collision_rate,rolling_avg_steps,rolling_avg_reward,stage_status,actor_loss,critic_loss,alpha
29,2,hard_narrow_gap_forward,-1.1999310757114006,-0.6199979174013062,2.1105157248942324e-06,random_local_offset,0.8,-0.12,0.0,1.05,1.25,-1.57,1016.0395942550402,True,False,False,0.4729042479418565,0.48607128858566284,0.8089499366462675,0.3466501602821668,0.3466501602821668,0.4622997763641007,0,0,0.5997315049171448,0.5670309066772461,False,0.0,,,45,1.0,0.0,33.4,1013.0877892052443,running,0.0,37.89828872680664,0.123652383685112
30,2,hard_narrow_gap_forward,-1.1999312361760524,-0.3799978925320007,2.3135460764228675e-06,random_local_offset,0.8,0.12,0.0,0.55,1.75,-1.57,1015.4735228256021,True,False,False,0.4992050334651273,0.4908134937286377,0.8089499366462674,0.3436150903022812,0.3436150903022812,0.46533484634398614,0,1,0.5539732575416565,0.5676140189170837,False,0.0,,,47,1.0,0.0,33.52,1013.0494376459073,running,-721.449462890625,122.26738739013672,0.12176331132650375
31,2,hard_narrow_gap_forward,-1.1999314915916632,-0.3799979076237236,2.187093960277733e-06,random_local_offset,0.8,0.12,0.0,1.05,-1.25,1.57,1015.1980658400017,True,False,False,0.49554548040227664,0.48500677943229675,0.8089499366462675,0.3429274363790036,0.3429274363790036,0.4660225002672639,0,0,0.5553921461105347,0.5857800841331482,False,0.0,,,46,1.0,0.0,34.48,1013.2716256419953,running,-718.0313110351562,44.55221176147461,0.12021356076002121
32,2,hard_narrow_gap_forward,-1.1999333589274142,-0.4999979162804512,2.3319649204009232e-06,random_local_offset,0.8,0.0,0.0,-0.15,1.25,-1.57,1015.5422117815024,True,False,False,0.47557448718466294,0.4933193325996399,0.8000000000000002,0.3431436781179839,0.3431436781179839,0.45685632188201625,0,0,0.5916523933410645,0.5813592672348022,False,0.0,,,45,1.0,0.0,35.44,1013.4910609808622,running,0.0,78.53218078613281,0.11854883283376694
33,2,hard_narrow_gap_forward,-1.449931219475703,-0.4999984311913422,2.2340469570386087e-06,random_local_offset,0.55,0.0,0.0,-1.05,-1.25,1.57,1010.5721025730983,True,False,False,0.21299638626685918,0.4803372323513031,0.5500000000000002,0.3392935196689318,0.3392935196689318,0.21070648033106837,0,0,0.7610347270965576,0.7925623059272766,False,0.0,,,20,1.0,0.0,35.04,1013.3974684953578,running,0.0,48.79487609863281,0.11777438968420029
34,2,hard_narrow_gap_forward,-1.3499309441195497,-0.6199982334781673,2.1889774568234334e-06,random_local_offset,0.65,-0.12,0.0,-1.05,1.25,-1.57,1013.8483487668374,True,False,False,0.31916175287923093,0.48294466733932495,0.6609841147864296,0.3430450068576133,0.3430450068576133,0.3179391079288163,0,0,0.6639977097511292,0.6998233795166016,False,0.0,,,29,1.0,0.0,34.32,1013.34576490014,running,-710.5484619140625,71.39737701416016,0.11686184257268906
35,2,hard_narrow_gap_forward,-1.349933458051594,-0.49999827246058814,2.3266460928348236e-06,random_local_offset,0.65,0.0,0.0,-1.05,1.25,-1.57,1013.254340297235,True,False,False,0.31425460215254475,0.49210020899772644,0.6500000000000002,0.34133643598731644,0.34133643598731644,0.3086635640126838,0,0,0.668229341506958,0.7211729884147644,False,0.0,,,29,1.0,0.0,33.68,1013.2882909783776,running,0.0,33.637298583984375,0.11554966866970062
36,2,hard_narrow_gap_forward,-1.4499319026123665,-0.4999987690046962,2.5876088312575806e-06,random_local_offset,0.55,0.0,0.0,1.05,1.25,-1.57,1010.6603612797065,True,False,False,0.2038780713113441,0.47909224033355713,0.5500000000000002,0.34675646410373295,0.34675646410373295,0.2032435358962672,1,0,0.7601145505905151,0.818493664264679,False,0.0,,,20,1.0,0.0,33.68,1013.3376947624114,running,0.0,32.50210952758789,0.11479021608829498
37,2,hard_narrow_gap_forward,-1.3499322623858876,-0.49999822457855414,2.260971652085411e-06,random_local_offset,0.65,0.0,0.0,-1.05,-1.25,1.57,1013.7545542444218,True,False,False,0.30846143085437333,0.4842703342437744,0.65,0.34256136260952,0.34256136260952,0.30743863739048,0,0,0.6835296750068665,0.7234179973602295,False,0.0,,,29,1.0,0.0,33.52,1013.4188205081522,running,-729.0823364257812,32.76496887207031,0.11451787501573563
38,2,hard_narrow_gap_forward,-1.1999330666779768,-0.619997895164208,2.3745334620681285e-06,random_local_offset,0.8,-0.12,0.0,-1.05,1.25,-1.57,1017.209776116995,True,False,False,0.4686354736516112,0.48812365531921387,0.8089499366462675,0.34240936515068543,0.34240936515068543,0.46654057149558203,0,0,0.5836482048034668,0.5710887908935547,False,0.0,,,44,1.0,0.0,34.04,1013.545991343401,running,-741.072265625,38.66150665283203,0.1138833612203598
39,2,hard_narrow_gap_forward,-1.349931299743389,-0.49999817889771697,2.2068177774654274e-06,random_local_offset,0.65,0.0,0.0,1.05,-1.25,1.57,1013.0527333767839,True,False,False,0.307045725627329,0.48988214135169983,0.6499999999999999,0.3462017391258632,0.3462017391258632,0.3037982608741367,0,0,0.6805500388145447,0.7162389755249023,False,0.0,,,28,1.0,0.0,34.32,1013.6450460810656,running,-722.0078125,23.834352493286133,0.11265435814857483
40,2,hard_narrow_gap_forward,-1.3499309926438774,-0.6199982763787207,2.393860683636607e-06,random_local_offset,0.65,-0.12,0.0,-0.15,1.25,-1.57,1013.3795850450285,True,False,False,0.31350658132369225,0.49456316232681274,0.6609841147864297,0.3487784234957577,0.3487784234957577,0.312205691290672,0,0,0.6951339244842529,0.7168620824813843,False,0.0,,,29,1.0,0.0,34.2,1013.6746743301359,running,0.0,44.00699234008789,0.11197318881750107
41,2,hard_narrow_gap_forward,-1.1999316107509157,-0.49999789509920145,2.3309579852019116e-06,random_local_offset,0.8,0.0,0.0,1.05,1.25,-1.57,1016.6755571870116,True,False,False,0.46242995676266846,0.49222323298454285,0.8,0.34159668099426277,0.34159668099426277,0.4584033190057373,0,0,0.5640646815299988,0.5975471138954163,False,0.0,,,44,1.0,0.0,34.8,1013.7988542284425,running,0.0,38.88300704956055,0.11103589832782745
42,2,hard_narrow_gap_forward,-1.1999311994422301,-0.4999978949069784,2.2059651177625987e-06,random_local_offset,0.8,0.0,0.0,1.05,-1.25,1.57,1016.0172095576473,True,False,False,0.4587749740489419,0.48729923367500305,0.7999999999999999,0.34814393050948683,0.34814393050948683,0.4518560694905131,0,0,0.5899119973182678,0.5938321352005005,False,0.0,,,43,1.0,0.0,35.4,1013.924351214388,running,-716.5632934570312,98.41572570800781,0.11034325510263443
43,2,hard_narrow_gap_forward,-1.4499311932727732,-0.4999984049123786,2.2688265379008503e-06,random_local_offset,0.55,0.0,0.0,1.05,-1.25,1.57,1010.1406124460698,True,False,False,0.20285945427501376,0.4893036484718323,0.55,0.34988324369457724,0.34988324369457724,0.2001167563054228,0,0,0.7715723514556885,0.794287919998169,False,0.0,,,20,1.0,0.0,34.96,1013.8377150611715,running,-751.3109130859375,181.55526733398438,0.10977798700332642
44,2,hard_narrow_gap_forward,-1.19993362289841,-0.37999787347986297,2.3837714816022774e-06,random_local_offset,0.8,0.12,0.0,-0.15,-1.25,1.57,1015.4878782567049,True,False,False,0.4877273451776713,0.487703412771225,0.8089499366462675,0.3421980177693258,0.3421980177693258,0.4667519188769417,0,0,0.5472025871276855,0.5856154561042786,False,0.0,,,46,1.0,0.0,35.52,1013.9091511076301,running,-736.6729736328125,42.79505157470703,0.10846494138240814
45,2,hard_narrow_gap_forward,-1.19993362664126,-0.3799979175890563,2.3416209966803463e-06,random_local_offset,0.8,0.12,0.0,-1.05,1.25,-1.57,1015.968954457371,True,False,False,0.4775904579974246,0.4921044707298279,0.8089499366462672,0.34450292507718633,0.34450292507718633,0.4644470115690809,0,0,0.5325217247009277,0.6179262399673462,False,0.0,,,44,1.0,0.0,35.4,1013.9155734146563,running,-690.606689453125,19.635665893554688,0.10848638415336609
46,2,hard_narrow_gap_forward,-1.1999300423638566,-0.6199981195344737,2.7859580730797155e-06,random_local_offset,0.8,-0.12,0.0,0.55,-1.75,1.57,1016.5176686123948,True,False,False,0.4687536200613459,0.48864880204200745,0.8089499366462675,0.344682591004798,0.344682591004798,0.4642673456414695,0,0,0.6065322756767273,0.5629021525382996,False,0.0,,,44,1.0,0.0,36.28,1014.1874847270856,running,-701.8826293945312,27.82221221923828,0.10819442570209503
47,2,hard_narrow_gap_forward,-1.1999309620125767,-0.6199978972142572,2.2020278275154463e-06,random_local_offset,0.8,-0.12,0.0,1.05,-1.25,1.57,1017.239264626966,True,False,False,0.4714778269121118,0.4807230830192566,0.8089499366462674,0.34147023709826385,0.34147023709826385,0.4674796995480035,0,0,0.6056148409843445,0.5660543441772461,False,0.0,,,45,1.0,0.0,36.84,1014.3704557506264,running,0.0,31.551036834716797,0.10774967074394226
48,2,hard_narrow_gap_forward,-1.1999314757619761,-0.3799978328861731,2.2865995373276554e-06,random_local_offset,0.8,0.12,0.0,1.05,1.25,-1.57,1015.634831529404,True,False,False,0.4879322293355306,0.4902343153953552,0.8089499366462674,0.3420264823326719,0.3420264823326719,0.46692345431359544,0,0,0.538508951663971,0.6047379374504089,False,0.0,,,46,1.0,0.0,37.88,1014.588088644827,running,0.0,21.084522247314453,0.10646241158246994
49,2,hard_narrow_gap_forward,-1.1999314575403488,-0.3799978699186659,2.242329535715912e-06,random_local_offset,0.8,0.12,0.0,-1.05,-1.25,1.57,1015.3073890121808,True,False,False,0.4750172551885282,0.4889959692955017,0.8089499366462677,0.34923184731917273,0.34923184731917273,0.45971808932709496,0,0,0.5416495203971863,0.616280734539032,False,0.0,,,44,1.0,0.0,37.76,1014.5590083236045,running,0.0,17.272201538085938,0.10644149780273438
50,2,hard_narrow_gap_forward,-1.3499294599680713,-0.499997962927967,2.222290709788538e-06,random_local_offset,0.65,0.0,0.0,-1.05,1.25,-1.57,1012.4919632052685,True,False,False,0.30533077239216183,0.4770503342151642,0.65,0.3496854712175858,0.3496854712175858,0.3003145287824142,1,0,0.6971073746681213,0.7135288715362549,False,0.0,,,28,1.0,0.0,36.92,1014.4606982868903,running,0.0,21.635910034179688,0.10605324804782867
51,2,hard_narrow_gap_forward,-1.1999299948733615,-0.49999788101443265,2.498351663742295e-06,random_local_offset,0.8,0.0,0.0,-0.55,1.75,-1.57,1016.2202373971961,True,False,False,0.46144664520048556,0.4837441146373749,0.8,0.3459798111795233,0.3459798111795233,0.45402018882047673,0,0,0.5829275250434875,0.6009230613708496,False,0.0,,,44,1.0,0.0,37.88,1014.6999461948278,running,0.0,104.4010238647461,0.10585756599903107
52,2,hard_narrow_gap_forward,-1.3499313292777917,-0.4999982383746676,2.109358657060864e-06,random_local_offset,0.65,0.0,0.0,1.05,1.25,-1.57,1012.8413407278832,True,False,False,0.3063031935454452,0.48720934987068176,0.65,0.34873934142401597,0.34873934142401597,0.30126065857598405,0,0,0.6819057464599609,0.7190974354743958,False,0.0,,,29,1.0,0.0,37.24,1014.5470889452206,running,-726.17626953125,62.49878692626953,0.10545198619365692
53,2,hard_narrow_gap_forward,-1.3499314855922202,-0.37999817494185406,2.2720475923933937e-06,random_local_offset,0.65,0.12,0.0,-0.15,-1.25,1.57,1012.5613757880777,True,False,False,0.33373547682219046,0.48313695192337036,0.6609841147864297,0.34390549553561833,0.34390549553561833,0.3170786192508114,0,0,0.6619203686714172,0.7031044363975525,False,0.0,,,31,1.0,0.0,36.76,1014.4435791682573,running,0.0,16.91727066040039,0.10578718036413193
54,2,hard_narrow_gap_forward,-1.1999384285783292,-0.6199978643489845,2.2033505834086637e-06,random_local_offset,0.8,-0.12,0.0,-0.15,1.25,-1.57,1017.3930617743503,True,False,False,0.46860426010638173,0.4768255352973938,0.8089499366462676,0.34283334255000686,0.34283334255000686,0.4661165940962607,1,0,0.5960426330566406,0.5671668648719788,False,0.0,,,46,1.0,0.0,36.8,1014.4977178690295,running,0.0,39.64753723144531,0.10669654607772827
55,2,hard_narrow_gap_forward,-1.3499314764968318,-0.3799981706463188,2.2888918594005543e-06,random_local_offset,0.65,0.12,0.0,-0.15,1.25,-1.57,1013.1552152961556,True,False,False,0.3300282652722973,0.4914208948612213,0.6609841147864296,0.34057621402202665,0.34057621402202665,0.32040790076440295,0,0,0.6526492834091187,0.7160529494285583,False,0.0,,,31,1.0,0.0,36.16,1014.4049855678517,running,-748.1185913085938,34.39657211303711,0.10673529654741287
56,2,hard_narrow_gap_forward,-1.3499380529594895,-0.3799983026333369,2.0742514354192613e-06,random_local_offset,0.65,0.12,0.0,-1.05,-1.25,1.57,1012.6600583382913,True,False,False,0.3232952584889096,0.49079960584640503,0.6609841147864297,0.34973824090683814,0.34973824090683814,0.3112458738795916,0,0,0.6522453427314758,0.7232298254966736,False,0.0,,,32,1.0,0.0,35.6,1014.3034652677832,running,-701.417724609375,27.278480529785156,0.10702984780073166
57,2,hard_narrow_gap_forward,-1.3499314765453023,-0.37999817446855033,2.2870192124570002e-06,random_local_offset,0.65,0.12,0.0,-0.15,1.25,-1.57,1012.6431309954218,True,False,False,0.32081177903688146,0.4875641465187073,0.6609841147864296,0.349839150958421,0.349839150958421,0.3111449638280086,0,0,0.6527650952339172,0.724480152130127,False,0.0,,,31,1.0,0.0,35.04,1014.1875020363399,running,0.0,20.027381896972656,0.10704664140939713
58,2,hard_narrow_gap_forward,-1.1999309739705273,-0.6199979205869882,2.178167447894292e-06,random_local_offset,0.8,-0.12,0.0,-1.05,-1.25,1.57,1016.9292194431381,True,False,False,0.47177037716116843,0.49538877606391907,0.8089499366462675,0.34041130558057736,0.34041130558057736,0.4685386310656901,0,0,0.6100397109985352,0.5623271465301514,False,0.0,,,44,1.0,0.0,36.0,1014.4417867111415,running,0.0,16.038915634155273,0.10689377039670944
