stage_index,stage_name,goal_x,goal_y,goal_yaw,start_episode,end_episode,episodes,successes,collisions,timeouts,success_rate,collision_rate,avg_reward,avg_steps,avg_final_DG,avg_min_obstacle_distance,min_obstacle_distance,avg_close_obstacle_steps,avg_narrow_gap_steps,exposure_rate,eval_success_rate,eval_collision_rate,goal_mode,status
2,hard_narrow_gap_forward,-1.2999321053479818,-0.4967673661454838,2.241300433287735e-06,0,259,260,259,0,1,0.9961538461538462,0.0,1010.0718419678786,35.14230769230769,0.345756804642246,0.49817694288033704,0.4482390582561493,0.12307692307692308,0.015384615384615385,0.0,0.0,0.0,random_local_offset,failed
