episode,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,steps,actor_loss,critic_loss,alpha
0,-450.8146364881072,False,False,True,1.2788546298911425,0.12111407518386841,1.0439646681246304,0.5137797999821497,0.5119005403972562,0.5301848681424807,250,-4.577486038208008,5.215431213378906,0.9409866333007812
1,10.666244998453566,False,False,True,1.4450700078117302,0.25041139125823975,1.0439641698152045,1.3472502740892207,0.7561272221712934,-0.30328610427401625,250,9.729076385498047,15.765087127685547,0.8541731834411621
2,-18.42794298934272,False,False,True,1.357723710151304,0.22189295291900635,1.0439646667840161,1.4012403314500281,0.6539230658921347,-0.357275664666012,250,9.160600662231445,29.25870704650879,0.777735710144043
3,-181.2401635962473,False,False,True,1.5591682876046582,0.1644323170185089,1.0439646857417695,1.398303476363907,0.825641599127425,-0.3543387906221376,250,2.7166082859039307,36.228233337402344,0.7074785232543945
4,-283.95372654853236,False,False,True,1.3363133327168615,0.1217789277434349,1.0439665862784884,0.7243618470552663,0.4172343697305208,0.3196047392232221,250,14.921395301818848,33.260616302490234,0.6438249349594116
5,-548.6660087354011,False,False,True,1.2903344508235841,0.12100537866353989,1.0439648114184787,0.7208230211995728,0.7208230211995728,0.323141790218906,250,29.52973175048828,46.794429779052734,0.584457516670227
6,-583.6242447162674,False,False,True,1.3447761789775257,0.12120747566223145,1.0439501610081858,0.35949070188537424,0.27707629019448415,0.6844594591228116,250,60.52711868286133,88.24134826660156,0.5322394371032715
7,-438.77309703897225,False,False,True,1.500206763945723,0.12141662836074829,1.0439645007745082,0.5450755797881295,0.29515208014315675,0.4988889209863787,250,91.35356140136719,156.60379028320312,0.48389187455177307
8,-513.4859759681301,False,False,True,1.3608839824324388,0.12137120962142944,1.0439646830383207,0.47288521891725077,0.25992310262202634,0.5710794641210699,250,109.14361572265625,36.427345275878906,0.4406096637248993
9,-530.9521983483537,False,False,True,1.4281043315628612,0.1212162971496582,1.0439649117891596,1.432001200190926,0.883962210497595,-0.3880362884017663,250,126.99813842773438,147.67694091796875,0.400883287191391
10,-291.1427736682502,False,False,True,1.1228035797455982,0.12313669174909592,1.043963797250707,1.4894625094277743,0.9106874429288061,-0.44549871217706727,250,129.671142578125,40.63627624511719,0.36429157853126526
11,7.9942833953807595,False,False,True,1.3413083656049731,0.34490931034088135,1.043964658241598,0.9298495024456214,0.5888685186640662,0.11411515579597664,250,126.40420532226562,46.69591522216797,0.330799400806427
12,-447.6432575489828,False,False,True,1.6879966822863741,0.12111873179674149,1.0439647312337623,0.8710688864267597,0.6219017379589694,0.1728958448070026,250,132.1666717529297,48.75114440917969,0.3005509376525879
13,5.495276140729625,False,False,True,1.3396042937957513,0.4850980043411255,1.0439670211291454,1.0468403520327776,0.7894458521714991,-0.0028733309036321764,250,126.65025329589844,22.620235443115234,0.2735713720321655
14,-313.81313570476124,False,False,True,1.559238939688374,0.12139281630516052,1.0439646846969068,0.6296721584148487,0.4220854655539565,0.41429252628205815,250,128.8229522705078,36.33388900756836,0.24884861707687378
15,-415.87410634864807,False,False,True,1.5198357771131668,0.1212937980890274,1.0439662912985255,1.0111367867815448,0.6570165965512289,0.032829504516980634,250,133.66326904296875,28.716102600097656,0.22665518522262573
16,6.96208594164644,False,False,True,1.4339409753372971,0.4724954664707184,1.0439641039485037,1.1180212800271039,0.729301396042908,-0.07405717607860018,250,130.69700622558594,15.457647323608398,0.2061799019575119
17,8.936810743407491,False,False,True,1.4182131994686185,0.47071173787117004,1.04396466371127,0.7494524968456777,0.7179549710429143,0.29451216686559234,250,129.94662475585938,35.27107238769531,0.1874329000711441
18,13.162781273818984,False,False,True,1.2229169555193753,0.34235045313835144,1.0439647236953182,1.3951383490143954,0.7314585173007088,-0.35117362531907714,250,126.42884826660156,28.22403335571289,0.17053166031837463
19,11.154188839047828,False,False,True,1.4340497486566712,0.4350646734237671,1.0439646814457089,0.694920116388138,0.6647269605923769,0.34904456505757087,250,120.7574234008789,41.43232345581055,0.15520086884498596
20,10.628885007531458,False,False,True,1.2868033471187772,0.31178539991378784,1.0439646915978504,0.5805190727153118,0.4681333549887306,0.46344561888253866,250,109.92676544189453,25.12099266052246,0.14149650931358337
21,10.791462794370046,False,False,True,1.2383333438412458,0.4720109701156616,1.0439646675366443,0.6854305749556181,0.6854305749556181,0.3585340925810262,250,114.6863784790039,22.558198928833008,0.1291937232017517
22,7.350819343776878,False,False,True,1.3672141202772174,0.4403603971004486,1.0439646749567049,0.8104254240018964,0.6484321776492993,0.23353925095480843,250,113.6259765625,30.63279151916504,0.11795918643474579
23,10.045966703506071,False,False,True,1.310378779771032,0.38217803835868835,1.0439667744083594,0.7124390170469211,0.600694483405905,0.33152775736143825,250,101.37162780761719,45.69517517089844,0.10778947174549103
24,7.594703329614633,False,False,True,1.2118840465443426,0.4599509835243225,1.0439646558962077,1.023837302819548,0.7828689096025863,0.020127353076659693,250,101.79154968261719,17.70260238647461,0.09877173602581024
25,7.538584369542118,False,False,True,1.3022222348637194,0.4798557162284851,1.0439646534967733,1.143125436305011,0.7403215939070702,-0.0991607828082377,250,96.89175415039062,23.599750518798828,0.09050562232732773
26,7.952947619169383,False,False,True,1.3366826653746935,0.4856802821159363,1.0439646774610063,1.04693061437372,0.755743770959295,-0.0029659369127137403,250,98.06875610351562,22.793703079223633,0.08338673412799835
27,7.385213606366428,False,False,True,1.2566335634754862,0.4883767366409302,1.0439646894999608,1.025236538658575,0.7505236048223192,0.018728150841385904,250,99.98670196533203,12.578695297241211,0.07669055461883545
28,9.597363478256394,False,False,True,1.395324273467094,0.4653099775314331,1.0439644048824328,1.050509033629409,0.6736993438713954,-0.006544628746976144,250,95.87753295898438,18.16669273376465,0.07045979052782059
29,9.128612158638221,False,False,True,1.3733964862796075,0.48248177766799927,1.0439646887442993,0.8143339510872956,0.7365510562773081,0.2296307376570037,250,95.49005126953125,14.649415969848633,0.06481130421161652
30,8.327696468350902,False,False,True,1.148202496106802,0.4884781837463379,1.0439646645548948,1.0656571106190007,0.7638833492466571,-0.02169244606410592,250,92.919921875,7.7667555809021,0.059942688792943954
