episode,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,steps,actor_loss,critic_loss,alpha
0,-243.40037650480656,False,False,True,1.1863599964147598,0.12110403925180435,1.7719373539176648,0.9927709229895536,0.9783281093738813,0.7791664309281112,250,-10.304174423217773,16.33725357055664,0.9410121440887451
1,-189.62806445230143,False,False,True,1.3672048545979978,0.12133470922708511,1.7719380811547067,2.091254317371136,1.575235025619448,-0.31931623621642946,250,0.893057644367218,9.270559310913086,0.8516556620597839
2,-228.04104024211543,False,False,True,1.4166734379228512,0.12105003744363785,1.7719382490076334,1.2720551064261787,1.2047394255035324,0.4998831425814547,250,-3.4671578407287598,10.948286056518555,0.7704430222511292
3,-38.64852277635629,False,False,True,1.3735283864981163,0.321609765291214,1.771938043605195,2.0955197174752147,1.5744546297146984,-0.3235816738700197,250,2.3142213821411133,6.96726131439209,0.6972150802612305
4,-229.0200612540156,False,False,True,1.497091259137214,0.12219903618097305,1.7719385008903228,1.5449291635926206,1.2259865286618068,0.22700933729770223,250,9.539800643920898,16.058551788330078,0.6307966113090515
5,-53.29780771840903,False,False,True,1.368542488536942,0.23090578615665436,1.7719394557863533,0.5612841218745467,0.5612841218745467,1.2106553339118067,250,7.194106578826904,6.23624324798584,0.5707706212997437
6,-13.472880648048541,False,False,True,1.4198134690313287,0.26585403084754944,1.7719384437273902,0.4432306031208939,0.4432306031208939,1.3287078406064963,250,12.461077690124512,6.85195255279541,0.5163233280181885
7,-248.2799854173534,False,False,True,1.3280780175629607,0.1210884377360344,1.7719384318964964,1.2025014089966235,1.1299941614703592,0.5694370228998729,250,17.812240600585938,6.517753601074219,0.46717262268066406
8,-222.27645811123904,False,False,True,1.4655618023704005,0.16540400683879852,1.7719407010192798,0.423102681720916,0.423102681720916,1.3488380192983638,250,21.921520233154297,4.013183116912842,0.42288705706596375
9,-33.86481853839999,False,False,True,1.467908453189808,0.41346848011016846,1.7719404233317735,1.2021902391865382,1.2021902391865382,0.5697501841452353,250,23.397850036621094,8.306684494018555,0.38336917757987976
10,-208.43007794046534,False,False,True,1.4900174873337082,0.19098921120166779,1.7719384306027572,0.8036344287472172,0.8036344287472172,0.96830400185554,250,29.73040199279785,3.9297502040863037,0.3477368652820587
11,-197.26305558132466,False,False,True,1.2926051345430107,0.12108376622200012,1.7719374140962938,0.9698141521067952,0.9299492263604181,0.8021232619894986,250,31.950702667236328,11.338102340698242,0.31562063097953796
12,-190.04285729872333,False,False,True,1.51494271063144,0.12104569375514984,1.7726901191509659,0.855035781698902,0.855035781698902,0.9176543374520638,250,36.15283966064453,2.2550666332244873,0.2870502769947052
13,-39.6366871727716,False,False,True,1.429565982340528,0.38812217116355896,1.7719380104249167,1.8960058411592347,1.6503110852982086,-0.12406783073431793,250,32.594112396240234,21.567209243774414,0.26116618514060974
14,-180.45967975805732,False,False,True,1.5547869133591803,0.15938614308834076,1.7719404998283006,0.7018361988714066,0.7018361988714066,1.070104300956894,250,37.654884338378906,15.32121467590332,0.23736046254634857
15,-116.33449151575769,False,False,True,1.3539969403636287,0.12107092887163162,1.77194053649059,1.624810166558881,1.624810166558881,0.14713036993170903,250,40.851829528808594,9.616474151611328,0.21559035778045654
16,-119.65776729168132,False,False,True,1.3455499054968054,0.12103302031755447,1.77193801465608,1.598255508223257,1.598255508223257,0.1736825064328229,250,43.61137771606445,10.532176971435547,0.19566288590431213
17,-40.20668596214081,False,False,True,1.3468819007165682,0.3641722798347473,1.7719383349808877,2.055962344581339,1.6505218390451264,-0.2840240096004514,250,41.42570877075195,3.7252578735351562,0.1775147020816803
18,-39.49778976558931,False,False,True,1.4905189374115846,0.2990529239177704,1.7719384279818848,1.928751932003001,1.6829035786010649,-0.15681350402111627,250,43.12144088745117,7.568589210510254,0.16125859320163727
19,-39.780275451881,False,False,True,1.4737224143881338,0.2840181291103363,1.7719384129741949,2.106030796616656,1.602591125692978,-0.33409238364246097,250,39.23762130737305,8.011682510375977,0.14658963680267334
20,-113.28841873963941,False,False,True,1.511964669459127,0.153453528881073,1.7719383928526773,2.215883329887157,1.7186427170118836,-0.4439449370344797,250,39.388126373291016,10.402365684509277,0.13330891728401184
