stage_index,stage_name,goal_x,goal_y,goal_yaw,start_episode,end_episode,episodes,successes,collisions,timeouts,success_rate,collision_rate,avg_reward,avg_steps,avg_final_DG,avg_min_obstacle_distance,min_obstacle_distance,avg_close_obstacle_steps,avg_narrow_gap_steps,exposure_rate,eval_success_rate,eval_collision_rate,goal_mode,status
2,hard_narrow_gap_forward,-1.289619441878973,-0.49211919128450204,3.4709317576043434e-05,0,259,260,260,0,0,1.0,0.0,1014.7839075898454,36.82692307692308,0.3448108500313729,0.48370164185762404,0.27347221970558167,0.4576923076923077,0.0,0.0,0.0,0.0,random_local_offset,failed
