stage_index,stage_name,goal_x,goal_y,goal_yaw,start_episode,end_episode,episodes,successes,collisions,timeouts,success_rate,collision_rate,avg_reward,avg_steps,avg_final_DG,avg_min_obstacle_distance,min_obstacle_distance,avg_close_obstacle_steps,avg_narrow_gap_steps,exposure_rate,eval_success_rate,eval_collision_rate,goal_mode,status
2,hard_narrow_gap_forward,-0.8649325353747228,-0.5059970976006725,2.2594539564304515e-06,0,79,80,80,0,0,1.0,0.0,1028.0472380798324,100.025,0.17475963851273194,0.2993478775024414,0.12101785838603973,78.3375,60.125,1.0,0.0125,0.0,random_local_offset,promoted
3,hard_gap_turns,-1.1097589972577593,-0.4978784587962168,0.005192216029847508,80,419,340,339,0,1,0.9970588235294118,0.0,1009.6844428927213,65.25882352941177,0.34683600859342856,0.3376577486448428,0.12102363258600235,11.135294117647058,0.638235294117647,0.01764705882352941,0.0,0.0,random_local_offset,failed
