episode,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,steps,actor_loss,critic_loss,alpha
0,-378.1912743628509,False,False,True,1.3347191188276812,0.18370148539543152,4.123040915580478,3.031832145087057,3.031832145087057,1.0912087704934206,250,-9.222457885742188,1.8170660734176636,0.9409691095352173
1,3.4639354758741874,False,False,True,1.4079698671393455,0.3791089653968811,4.123038827898195,4.336278251744054,3.7016336702026598,-0.21323942384585948,250,2.0522196292877197,21.692241668701172,0.8516817688941956
2,-167.8198733130639,False,False,True,1.2948928663271226,0.14694587886333466,4.123038849923864,2.9894995989275905,2.9894995989275905,1.1335392509962734,250,3.7109594345092773,16.354454040527344,0.772343635559082
3,-402.9199790444359,False,False,True,1.2784581097791694,0.12141819298267365,4.123038622872372,3.4191699321599645,3.2907148508072597,0.7038686907124072,250,13.605903625488281,41.3173942565918,0.702411949634552
4,-521.873092961107,False,False,True,1.411991298214378,0.12144684791564941,4.123038513847979,2.937831103832593,2.937831103832593,1.1852074100153858,250,41.714900970458984,51.40898132324219,0.6366809010505676
5,-112.23010075585249,False,False,True,1.419063108039615,0.20855984091758728,4.123038772234813,2.8323247449745796,2.8323247449745796,1.2907140272602335,250,76.55125427246094,34.279930114746094,0.5749439597129822
6,-468.37872363318826,False,False,True,1.314798799192115,0.14519929885864258,4.123038795469352,3.2138272019154535,3.1882410255365277,0.9092115935538985,250,87.84471893310547,18.859333038330078,0.5195695161819458
7,-502.13079489910626,False,False,True,1.4501899292898006,0.12108933180570602,4.123038199951311,4.008873965818264,3.5720613739603855,0.11416423413304688,250,97.07080078125,206.67822265625,0.4707740545272827
8,-307.63857232001953,False,False,True,1.4317200387638978,0.1216626763343811,4.123037557942926,4.530010381584437,3.9506629477256148,-0.4069728236415111,250,127.99724578857422,51.11619567871094,0.4263489246368408
9,-287.38212547945477,False,False,True,1.3234590479004233,0.20224027335643768,4.123040765308142,2.9113379441130993,2.9113379441130993,1.2117028211950425,250,133.1990203857422,30.672119140625,0.386418879032135
10,3.215197634034322,False,False,True,1.4711357552472424,0.28202885389328003,4.123038829228989,2.7642528052745945,2.7642528052745945,1.3587860239543943,250,128.82235717773438,36.45984649658203,0.3508288562297821
11,2.626610341189337,False,False,True,1.3761132097841953,0.349155455827713,4.123038799757689,2.8833562402602513,2.8833562402602513,1.2396825594974374,250,128.8964385986328,23.521347045898438,0.31905385851860046
12,2.8096150993754634,False,False,True,1.3118335247162387,0.3278575837612152,4.123038823541293,2.917810039560525,2.917810039560525,1.2052287839807683,250,118.94635009765625,17.662799835205078,0.2909142076969147
13,2.465815181835682,False,False,True,1.2255101560514823,0.28063151240348816,4.1230397110857435,2.9898701440373117,2.9898701440373117,1.1331695670484319,250,115.11408996582031,37.925071716308594,0.26580044627189636
14,-147.6758656408745,False,False,True,1.3761802585143323,0.19930605590343475,4.123038017339097,2.9608225468215488,2.9608225468215488,1.1622154705175478,250,114.49640655517578,34.94911193847656,0.24338288605213165
15,2.6783352860725973,False,False,True,1.3957222335328288,0.2894033193588257,4.123038792675663,2.9024692337342626,2.9024692337342626,1.2205695589414005,250,110.16387939453125,54.13605880737305,0.22317171096801758
16,2.418019054347103,False,False,True,1.3425367291476258,0.29919928312301636,4.123038596422382,2.9538564267585024,2.9538564267585024,1.1691821696638796,250,107.66716003417969,25.941307067871094,0.20541638135910034
17,1.9823294171505341,False,False,True,1.154286338709408,0.3178955316543579,4.123038902725616,3.13834958390662,3.13834958390662,0.984689318818996,250,100.25489044189453,48.46979904174805,0.18924155831336975
18,2.199526562005492,False,False,True,1.2736245854101305,0.3078741431236267,4.123038792407097,3.017875609212233,3.017875609212233,1.1051631831948634,250,95.76268768310547,37.695701599121094,0.17460036277770996
19,1.9846231604246387,False,False,True,1.1581718699573211,0.3118532598018646,4.094711591236493,3.103806785500658,3.103806785500658,0.990904805735835,250,103.80199432373047,63.83582305908203,0.1615324318408966
20,1.9672115036284226,False,False,True,1.2292381932331866,0.2953782081604004,4.123038886283438,3.100561786322668,3.100561786322668,1.0224770999607697,250,97.86810302734375,144.0369110107422,0.14986169338226318
21,2.193608330545581,False,False,True,1.3666250793290868,0.2642935514450073,4.123038789478558,2.98938402385204,2.98938402385204,1.1336547656265181,250,88.1937026977539,43.104095458984375,0.13864795863628387
