episode,stage_index,stage_name,goal_x,goal_y,goal_yaw,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,steps,rolling_success_rate,rolling_collision_rate,rolling_avg_steps,rolling_avg_reward,stage_status,actor_loss,critic_loss,alpha
92,3,stage_2b,-0.3,0.0,0.0,900.1538294405358,True,False,False,1.519116135305038,0.16189956665039062,1.771938448485677,0.34825613584626686,0.34825613584626686,1.4236823126394103,172,1.0,0.0,181.66666666666666,977.7939609481355,running,-366.92791748046875,292.5667724609375,0.11698034405708313
93,3,stage_2b,-0.3,0.0,0.0,945.6992074747359,True,False,False,1.518503571421465,0.21352453529834747,1.7719384387126353,0.3495853874381629,0.3495853874381629,1.4223530512744724,180,1.0,0.0,181.25,969.7702725797856,running,-409.7074890136719,1367.2490234375,0.11604664474725723
94,3,stage_2b,-0.3,0.0,0.0,911.9187892155993,True,False,False,1.525477808710675,0.1587015986442566,1.7719384888775414,0.3414235149379468,0.3414235149379468,1.4305149739395946,179,1.0,0.0,180.8,958.1999759069483,running,0.0,316.98614501953125,0.1159471645951271
95,3,stage_2b,-0.3,0.0,0.0,964.0446038094419,True,False,False,1.5094387755744878,0.2090071439743042,1.7719384343801763,0.3444104938962803,0.3444104938962803,1.427527940483896,178,1.0,0.0,180.33333333333334,959.1740805573639,running,0.0,688.9852905273438,0.11619669944047928
96,3,stage_2b,-0.3,0.0,0.0,914.7806067313256,True,False,False,1.492675871022197,0.15580123662948608,1.7719384247412038,0.34345855428986266,0.34345855428986266,1.428479870451341,170,1.0,0.0,178.85714285714286,952.8321557250728,running,0.0,111.02750396728516,0.11881331354379654
97,3,stage_2b,-0.3,0.0,0.0,912.2009371434391,True,False,False,1.5305065500453208,0.1874418705701828,1.7719385023591565,0.3412126025139491,0.3412126025139491,1.4307258998452075,186,1.0,0.0,179.75,947.7532534023685,running,0.0,209.65768432617188,0.11506370455026627
98,3,stage_2b,-0.3,0.0,0.0,-193.53461490227335,False,False,True,1.226674554818462,0.12104590237140656,1.7719384170965042,2.3228052829163808,1.650790759178906,-0.5508668658198765,250,0.8888888888888888,0.0,187.55555555555554,820.9434902574083,running,0.0,71.55828094482422,0.11219742894172668
99,3,stage_2b,-0.3,0.0,0.0,763.7387198277681,True,False,False,2.0552343577944767,0.1212080642580986,1.7719382830231556,0.3440058713150508,0.3440058713150508,1.4279324117081047,241,0.9,0.0,192.9,815.2230132144443,running,-366.3865661621094,143.40235900878906,0.10962717235088348
100,3,stage_2b,-0.3,0.0,0.0,1019.2729391631144,True,False,False,1.5478897808008087,0.24460700154304504,1.7719384238583296,0.34285801519267595,0.34285801519267595,1.4290804086656537,191,0.9090909090909091,0.0,192.72727272727272,833.7730064825053,running,0.0,255.87046813964844,0.111217200756073
101,3,stage_2b,-0.3,0.0,0.0,908.1458279099623,True,False,False,1.5072548045385497,0.15945479273796082,1.7719384369237874,0.3453460976025802,0.3453460976025802,1.4265923393212072,205,0.9166666666666666,0.0,193.75,839.97074160146,running,-342.9691162109375,88.72672271728516,0.11080027371644974
102,3,stage_2b,-0.3,0.0,0.0,887.3109199932737,True,False,False,1.5385444645230006,0.18183821439743042,1.7719384332738632,0.3494822397004179,0.3494822397004179,1.4224561935734452,193,0.9230769230769231,0.0,193.69230769230768,843.6122937854457,running,0.0,96.97421264648438,0.1107277050614357
103,3,stage_2b,-0.3,0.0,0.0,-207.4568914567189,False,False,True,2.105931082914933,0.12112830579280853,1.7719405135426682,1.2537615134501414,1.0114289642421905,0.5181790000925268,250,0.8571428571428571,0.0,197.71428571428572,768.5359234110053,running,0.0,99.04065704345703,0.11047182232141495
104,3,stage_2b,-0.3,0.0,0.0,889.097776911987,True,False,False,1.5937802329273034,0.1396772563457489,1.7719355082315655,0.33952520636125605,0.33952520636125605,1.4324103018703096,196,0.8666666666666667,0.0,197.6,776.5733803110708,running,0.0,121.02876281738281,0.10960438847541809
105,3,stage_2b,-0.3,0.0,0.0,884.0709006237139,True,False,False,1.53783955694164,0.12235615402460098,1.7719384463016594,0.34111726009701226,0.34111726009701226,1.4308211862046472,216,0.875,0.0,198.75,783.291975330611,running,0.0,249.56640625,0.1089162826538086
106,3,stage_2b,-0.3,0.0,0.0,900.3245512164732,True,False,False,1.507148896376096,0.17472246289253235,1.7719384234280524,0.3486852852279527,0.3486852852279527,1.4232531382000997,199,0.8823529411764706,0.0,198.76470588235293,790.1762445003676,running,-333.2600402832031,48.291648864746094,0.10725957900285721
107,3,stage_2b,-0.3,0.0,0.0,888.3062489892554,True,False,False,1.509362966073411,0.12251197546720505,1.7719384336750783,0.3483131200762663,0.3483131200762663,1.423625313598812,201,0.8888888888888888,0.0,198.88888888888889,795.627911416417,running,0.0,94.28005981445312,0.10664118081331253
108,3,stage_2b,-0.3,0.0,0.0,888.6375596789038,True,False,False,1.5681298469890979,0.12228532880544662,1.7719384440426809,0.3493261819795607,0.3493261819795607,1.42261226206312,212,0.8947368421052632,0.0,199.57894736842104,800.523156061811,running,0.0,353.46026611328125,0.10719364881515503
109,3,stage_2b,-0.3,0.0,0.0,-153.8323430656072,False,False,True,2.285399355502382,0.12115520983934402,1.7719405107758754,1.2688652479446665,1.0393043289936108,0.503075262831209,250,0.85,0.0,202.1,752.8053811054401,running,0.0,237.40814208984375,0.10471465438604355
110,3,stage_2b,-0.3,0.0,0.0,939.5236714982875,True,False,False,1.5070405693975422,0.18343795835971832,1.7719378529263958,0.3497252984518247,0.3497252984518247,1.4222125544745712,216,0.85,0.0,203.9,749.5853181206992,running,0.0,55.864295959472656,0.10380905866622925
111,3,stage_2b,-0.3,0.0,0.0,1029.3739688469411,True,False,False,1.5811202939988682,0.3153952658176422,1.771938507321308,0.34264031088413216,0.34264031088413216,1.429298196437176,191,0.85,0.0,203.8,749.5888604525079,running,-320.8401184082031,105.36479187011719,0.10629697144031525
112,3,stage_2b,-0.3,0.0,0.0,1024.4992378244135,True,False,False,1.5342310048919083,0.24991156160831451,1.771938513628936,0.34786638765340056,0.34786638765340056,1.4240721259755356,208,0.85,0.0,205.6,755.806130871702,running,-318.1692810058594,67.95498657226562,0.10262066125869751
113,3,stage_2b,-0.3,0.0,0.0,978.700173619649,True,False,False,1.5859479633421993,0.22688303887844086,1.7719384307249422,0.34012169726074215,0.34012169726074215,1.4318167334642,191,0.85,0.0,206.15,757.4561791789477,running,0.0,98.50180053710938,0.10315866768360138
114,3,stage_2b,-0.3,0.0,0.0,946.4419460944588,True,False,False,1.5259549019140948,0.19857418537139893,1.7719405314549135,0.34942383119460224,0.34942383119460224,1.4225167002603112,202,0.85,0.0,207.3,759.1823370228906,running,0.0,138.270263671875,0.10131119191646576
115,3,stage_2b,-0.3,0.0,0.0,-271.17940985198936,False,False,True,2.1950239296358625,0.12105885148048401,1.7719384225056745,0.53407033795363,0.53407033795363,1.2378680845520444,250,0.8,0.0,210.9,697.4211363398189,running,0.0,260.9223327636719,0.09660214185714722
116,3,stage_2b,-0.3,0.0,0.0,920.0781625998089,True,False,False,1.5301966353625782,0.1971931904554367,1.7719382099658476,0.34326328371240716,0.34326328371240716,1.4286749262534404,190,0.8,0.0,211.9,697.6860141332431,running,0.0,83.37100219726562,0.09524977952241898
117,3,stage_2b,-0.3,0.0,0.0,837.2712456974996,True,False,False,1.7070577074167763,0.12141506373882294,1.7719405124634555,0.3469966255547572,0.3469966255547572,1.4249438869086983,227,0.8,0.0,213.95,693.9395295609462,running,-308.1502685546875,114.60639190673828,0.09334539622068405
118,3,stage_2b,-0.3,0.0,0.0,-214.03630107519172,False,False,True,1.5340145212825091,0.12103070318698883,1.7719405175932037,1.0930020702621894,1.0440829600922206,0.6789384473310143,250,0.8,0.0,213.95,692.9144452523003,running,-312.9804382324219,250.66629028320312,0.09064735472202301
119,3,stage_2b,-0.3,0.0,0.0,863.5761021211235,True,False,False,1.5672006643508447,0.12133034318685532,1.7719419035454733,0.3443104766215425,0.3443104766215425,1.4276314269239307,218,0.8,0.0,212.8,697.906314366968,completed,-382.31011962890625,149.7230224609375,0.0919368639588356
