episode,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,steps,actor_loss,critic_loss,alpha
0,-800.0,False,True,False,0.5793072689515973,0.11999999731779099,1,,,
1,-800.0,False,True,False,1.5382627293419282,0.11999999731779099,1,,,
2,-800.0,False,True,False,0.024413814639348604,0.11999999731779099,1,,,
3,-798.2233681246944,False,True,False,16.22223982094421,0.11999999731779099,10,,,
4,-800.0,False,True,False,1.8528562948468046,0.11999999731779099,1,,,
5,-809.5174852859908,False,True,False,10.37187511366019,0.11999999731779099,16,,,
6,-800.0,False,True,False,0.054349102437995386,0.11999999731779099,1,,,
7,-859.6492083143556,False,True,False,0.1440530955618023,0.11999999731779099,18,,,
8,-800.0,False,True,False,0.059544270541616824,0.11999999731779099,1,,,
9,-840.5564018226293,False,True,False,5.8338021124565795,0.11999999731779099,29,,,
10,-800.0,False,True,False,0.003736393487611153,0.11999999731779099,1,,,
11,-797.8668098192256,False,True,False,12.790951416959066,0.11999999731779099,6,,,
12,-800.0,False,True,False,1.641533207137123,0.11999999731779099,1,,,
13,-800.0,False,True,False,1.0936775466540023,0.11999999731779099,1,,,
14,-799.5025886687905,False,True,False,8.584260294723919,0.11999999731779099,4,,,
15,-800.0,False,True,False,0.39824705598246296,0.11999999731779099,1,,,
16,-800.0,False,True,False,0.6710116299101442,0.11999999731779099,1,,,
17,-824.9385077530808,False,True,False,0.12171770312925924,0.11999999731779099,21,0.0,209462.6875,0.9936230182647705
18,-799.0741673088786,False,True,False,11.086029213745874,0.11999999731779099,7,115.73894500732422,165922.78125,0.9904507398605347
19,-809.2424924859929,False,True,False,2.467625972280021,0.11999999731779099,11,0.0,131176.921875,0.9865018129348755
